signal_date,turnover,active_name_count
2024-10-25,0.06944444444444445,72
2024-11-01,0.1388888888888889,62
2024-11-08,0.5972222222222222,39
2024-11-15,0.5813953488372093,22
2024-11-22,0.7142857142857143,41
2024-11-29,0.34,42
2024-12-06,0.46,35
2024-12-13,0.8095238095238095,15
2024-12-20,0.5333333333333333,7
2024-12-27,0.0,7
2025-01-03,0.0,7
2025-01-10,0.0,7
2025-01-17,0.0,0
2025-01-24,1.0,8
2025-01-31,0.6521739130434783,23
2025-02-07,0.7272727272727273,19
2025-02-14,0.36666666666666664,30
2025-02-21,0.3888888888888889,28
2025-02-28,0.3888888888888889,30
2025-03-07,0.6333333333333333,11
2025-03-14,0.6857142857142857,35
2025-03-21,0.14634146341463414,41
2025-03-28,0.34146341463414637,27
2025-04-04,0.18181818181818182,33
2025-04-11,0.0,0
2025-04-18,0.0,0
2025-04-25,0.0,0
2025-05-02,0.0,0
2025-05-09,1.0,16
2025-05-16,0.6875,5
2025-05-23,0.7368421052631579,19
2025-05-30,0.20833333333333334,24
2025-06-06,0.5,33
2025-06-13,0.0,33
2025-06-20,0.18181818181818182,27
2025-06-27,0.34146341463414637,41
2025-07-04,0.575,73
2025-07-11,0.0,73
2025-07-18,0.0,73
2025-07-25,0.0,73
2025-08-01,0.0,73
2025-08-08,0.4367816091954023,63
2025-08-15,0.3116883116883117,67
2025-08-22,0.22388059701492538,52
2025-08-29,0.08771929824561403,57
2025-09-05,0.2727272727272727,76
2025-09-12,0.10526315789473684,68
2025-09-19,0.10526315789473684,76
2025-09-26,0.0,76
2025-10-03,0.18421052631578946,62
2025-10-10,0.18421052631578946,76
2025-10-17,0.0,76
2025-10-24,0.0,76
2025-10-31,0.11627906976744186,86
2025-11-07,0.11627906976744186,76
2025-11-14,0.17105263157894737,63
2025-11-21,0.0,63
2025-11-28,0.703125,20
2025-12-05,0.9090909090909091,52
2025-12-12,0.2876712328767123,73
2025-12-19,0.1780821917808219,60
2025-12-26,0.09090909090909091,66
2026-01-02,0.0,66
2026-01-09,0.16455696202531644,79
2026-01-16,0.0,79
2026-01-23,0.08139534883720931,86
2026-01-30,0.0,86
2026-02-06,0.011494252873563218,87
2026-02-13,0.20689655172413793,69
2026-02-20,0.10144927536231885,62
2026-02-27,0.6451612903225806,22
2026-03-06,0.9,66
2026-03-13,0.5454545454545454,30
2026-03-20,0.5666666666666667,13
2026-03-27,0.38461538461538464,8
2026-04-03,0.0,8
2026-04-10,0.7037037037037037,27
2026-04-17,0.5178571428571429,56
2026-04-24,0.0,56
2026-05-01,0.1111111111111111,63
2026-05-08,0.11267605633802817,71
2026-05-15,0.06578947368421052,76
2026-05-22,0.3026315789473684,53
2026-05-29,0.0,53
2026-06-05,0.41379310344827586,39
2026-06-12,0.0,39
2026-06-19,0.0,39
2026-06-26,0.46153846153846156,21
2026-07-03,0.0,0
2026-07-10,0.0,0
2026-07-17,0.0,0
2026-07-24,0.0,0
