signal_date,portfolio_return,active_name_count
2024-07-12,-0.043523873039791626,28
2024-07-19,-0.03544338343523278,43
2024-07-26,-0.0325485168381207,20
2024-08-02,0.011382344774842255,13
2024-08-09,0.008714906838911829,6
2024-08-16,0.0,0
2024-08-23,0.0,0
2024-08-30,-0.05212428836559637,6
2024-09-06,0.0679765154722806,12
2024-09-13,0.04850933726949597,6
2024-09-20,0.04660826370579609,11
2024-09-27,0.02217909951148811,14
2024-10-04,-0.05515568091044169,46
2024-10-11,0.015864944245757538,64
2024-10-18,0.025113673987226748,80
2024-10-25,-0.01215081772901588,80
2024-11-01,0.027219842602086312,72
2024-11-08,-0.02727237005790384,51
2024-11-15,-0.0032738621889290866,34
2024-11-22,-0.0045708218508764805,41
2024-11-29,-0.010577025703780675,56
2024-12-06,-0.05437707997593318,42
2024-12-13,-0.022735752979456767,22
2024-12-20,0.00017374704455862058,7
2024-12-27,-0.034087274837544,7
2025-01-03,-0.010975296703045503,7
2025-01-10,0.031642674867933054,7
2025-01-17,0.0,0
2025-01-24,-0.006648701966629728,8
2025-01-31,0.027733550710548838,23
2025-02-07,-0.012420073389630347,19
2025-02-14,-0.026481934846825317,36
2025-02-21,-0.02338994464985569,31
2025-02-28,0.08505635216954066,40
2025-03-07,0.05069803553798607,14
2025-03-14,-0.017671221230009856,45
2025-03-21,-0.044271838770598704,49
2025-03-28,-0.09208080691491491,42
2025-04-04,0.15531228958637255,33
2025-04-11,0.0,0
2025-04-18,0.0,0
2025-04-25,0.0,0
2025-05-02,0.01004948399486357,3
2025-05-09,-0.007504739504206918,19
2025-05-16,0.03112778753029929,8
2025-05-23,-0.03866422985793941,29
2025-05-30,0.08928602492008676,34
2025-06-06,0.01744770277857498,36
2025-06-13,-0.028321208630362252,40
2025-06-20,0.030468148551576518,27
2025-06-27,0.018492967126342033,41
2025-07-04,0.06692709239751492,83
2025-07-11,0.05885377156598206,88
2025-07-18,0.01743601918480374,88
2025-07-25,-0.03473019301097517,93
2025-08-01,0.0650040356733467,93
2025-08-08,0.01863221233843373,66
2025-08-15,0.02526467192556301,67
2025-08-22,0.029092855633576106,52
2025-08-29,0.015438721046450199,57
2025-09-05,0.026605441379096487,91
2025-09-12,0.012818845979871906,83
2025-09-19,0.06658960626482806,84
2025-09-26,0.09075489097150552,84
2025-10-03,0.088875660210841,70
2025-10-10,-0.06108110758803752,91
2025-10-17,-0.015295012840363328,96
2025-10-24,-0.004031311394464533,91
2025-10-31,0.026358984866675376,101
2025-11-07,-0.00905634763236757,81
2025-11-14,-0.04008593453445811,63
2025-11-21,0.0763831102070854,63
2025-11-28,0.007972887055797274,20
2025-12-05,-0.0152298023472533,59
2025-12-12,0.057753268377699646,85
2025-12-19,-0.004448783324137781,77
2025-12-26,0.048363361750510155,78
2026-01-02,0.07391059133413011,71
2026-01-09,0.025707395577631253,87
2026-01-16,0.07515064532545823,94
2026-01-23,-0.09108179015728046,99
2026-01-30,0.03135588621203115,106
2026-02-06,-0.009618527363620016,107
2026-02-13,0.025197823950345574,89
2026-02-20,0.07496031835357522,79
2026-02-27,-0.13193274287611392,22
2026-03-06,-0.030647294506072172,78
2026-03-13,-0.11225443396288799,42
2026-03-20,0.06564205095420458,20
2026-03-27,0.07282945704493109,8
2026-04-03,0.041137959681698026,11
2026-04-10,0.045809674748767674,30
2026-04-17,-0.010011302956501798,61
2026-04-24,0.016963824131795206,61
2026-05-01,0.010781703342192781,68
2026-05-08,-0.0932911361920145,71
2026-05-15,0.022689885210745393,79
2026-05-22,-0.012542980317867214,56
2026-05-29,-0.09095545568677695,56
2026-06-05,0.08663918551503673,47
2026-06-12,-0.023906090006687395,44
2026-06-19,0.0,51
2026-06-26,0.0,21
2026-07-03,0.0,0
2026-07-10,0.0,0
2026-07-17,0.0,0
2026-07-24,0.0,0
