date,molybdenum_concentrate,ferromolybdenum,ammonium_heptamolybdate,ammonium_tetramolybdate,source,title,url
2025-06-03,,238000.0,,,chinatungsten,"Molybdenum Market - June 3, 2025",http://news.chinatungsten.com/en/tungsten-product-news/170748-tpn-11639.html
2025-06-04,,238000.0,,,chinatungsten,"Molybdenum Market - June 4, 2025",http://news.chinatungsten.com/en/tungsten-product-news/170821-tpn-11643.html
2025-06-05,,239000.0,229000.0,,chinatungsten,"Molybdenum Market - June 5, 2025",http://news.chinatungsten.com/en/tungsten-product-news/170856-tpn-11645.html
2025-06-06,,239000.0,229000.0,,chinatungsten,"Molybdenum Market - June 6, 2025",http://news.chinatungsten.com/en/tungsten-product-news/170895-tpn-11646.html
2025-06-09,,239000.0,229000.0,,chinatungsten,"Molybdenum Market - June 9, 2025",http://news.chinatungsten.com/en/tungsten-product-news/170979-tpn-11648.html
2025-06-10,,239000.0,229000.0,,chinatungsten,"Molybdenum Market - June 10, 2025",http://news.chinatungsten.com/en/tungsten-product-news/171047-tpn-11650.html
2025-06-11,,238000.0,229000.0,,chinatungsten,"Molybdenum Market - June 11, 2025",http://news.chinatungsten.com/en/tungsten-product-news/171080-tpn-11653.html
2025-06-12,,238000.0,229000.0,,chinatungsten,"Molybdenum Market - June 12, 2025",http://news.chinatungsten.com/en/tungsten-product-news/171104-tpn-11659.html
2025-06-13,,238000.0,229000.0,,chinatungsten,"Molybdenum Market - June 13, 2025",http://news.chinatungsten.com/en/tungsten-product-news/171135-tpn-11656.html
2025-06-16,,238000.0,229000.0,,chinatungsten,"Molybdenum Market - June 16, 2025",http://news.chinatungsten.com/en/tungsten-product-news/171156-tpn-11658.html
2025-06-17,,237000.0,229000.0,,chinatungsten,"Molybdenum Market - June 17, 2025",http://news.chinatungsten.com/en/tungsten-product-news/171232-tpn-11661.html
2025-06-18,,237000.0,229000.0,,chinatungsten,"Molybdenum Market - June 18, 2025",http://news.chinatungsten.com/en/tungsten-product-news/171253-tpn-11663.html
2025-06-20,,237000.0,229000.0,,chinatungsten,"Molybdenum Market - June 20, 2025",http://news.chinatungsten.com/en/tungsten-product-news/171304-tpn-11670.html
2025-06-23,,237000.0,229000.0,,chinatungsten,"Molybdenum Market - June 23, 2025",http://news.chinatungsten.com/en/tungsten-product-news/171316-tpn-11671.html
2025-06-24,,236000.0,229000.0,,chinatungsten,"Molybdenum Market - June 24, 2025",http://news.chinatungsten.com/en/tungsten-product-news/171354-tpn-11674.html
2025-06-25,,235000.0,229000.0,,chinatungsten,"Molybdenum Prices - June 25, 2025",http://news.chinatungsten.com/en/tungsten-product-news/171365-tpn-11676.html
2025-06-26,,235000.0,229000.0,,chinatungsten,"Molybdenum Market - June 26, 2025",http://news.chinatungsten.com/en/tungsten-product-news/171450-tpn-11678.html
2025-06-27,,232000.0,,,chinatungsten,"Molybdenum Market - June 27, 2025",http://news.chinatungsten.com/en/tungsten-product-news/171508-tpn-11680.html
2025-06-30,,232000.0,,,chinatungsten,"Molybdenum Market - June 30, 2025",http://news.chinatungsten.com/en/tungsten-product-news/171579-tpn-11682.html
2025-07-02,,232000.0,,,chinatungsten,"Molybdenum Market - July 2, 2025",http://news.chinatungsten.com/en/tungsten-product-news/171648-tpn-11687.html
2025-07-03,,234000.0,,,chinatungsten,"Molybdenum Market - July 3, 2025",http://news.chinatungsten.com/en/tungsten-product-news/171705-tpn-11691.html
2025-07-04,,234000.0,,,chinatungsten,"Molybdenum Market - July 4, 2025",http://news.chinatungsten.com/en/tungsten-product-news/171728-tpn-11693.html
2025-07-07,,235000.0,,,chinatungsten,"Molybdenum Market - July 7, 2025",http://news.chinatungsten.com/en/tungsten-product-news/171764-tpn-11694.html
2025-07-08,,236000.0,,,chinatungsten,"Molybdenum Market - July 8, 2025",http://news.chinatungsten.com/en/tungsten-product-news/171796-tpn-11697.html
2025-07-09,,245000.0,230000.0,,chinatungsten,"Molybdenum Market - July 9, 2025",http://news.chinatungsten.com/en/tungsten-product-news/171821-tpn-11699.html
2025-07-10,,245000.0,233000.0,,chinatungsten,"Molybdenum Market - July 10, 2025",http://news.chinatungsten.com/en/tungsten-product-news/171848-tpn-11700.html
2025-07-11,,245000.0,,,chinatungsten,"Molybdenum Market - July 11, 2025",http://news.chinatungsten.com/en/tungsten-product-news/171879-tpn-11706.html
2025-07-14,,245000.0,,,chinatungsten,"Molybdenum Market - July 14, 2025",http://news.chinatungsten.com/en/tungsten-product-news/171932-tpn-11712.html
2025-07-15,,245000.0,,,chinatungsten,"Molybdenum Market - July 15, 2025",http://news.chinatungsten.com/en/tungsten-product-news/171938-tpn-11711.html
2025-07-17,,244000.0,237000.0,,chinatungsten,"Molybdenum Market - July 17, 2025",http://news.chinatungsten.com/en/tungsten-product-news/172032-tpn-11716.html
2025-07-18,,243000.0,,,chinatungsten,"Molybdenum Market - July 18, 2025",http://news.chinatungsten.com/en/tungsten-product-news/172041-tpn-11718.html
2025-07-21,,241000.0,237000.0,,chinatungsten,"Molybdenum Market - July 21, 2025",http://news.chinatungsten.com/en/tungsten-product-news/172070-tpn-11719.html
2025-07-22,,241000.0,237000.0,,chinatungsten,"Molybdenum Market - July 22, 2025",http://news.chinatungsten.com/en/tungsten-product-news/172108-tpn-11722.html
2025-07-23,,243000.0,237000.0,,chinatungsten,"Molybdenum Market - July 23, 2025",http://news.chinatungsten.com/en/tungsten-product-news/172143-tpn-11725.html
2025-07-24,,243000.0,237000.0,,chinatungsten,"Molybdenum Market - July 24, 2025",http://news.chinatungsten.com/en/tungsten-product-news/172195-tpn-11727.html
2025-07-25,,254000.0,243000.0,,chinatungsten,"Molybdenum Market - July 25, 2025",http://news.chinatungsten.com/en/tungsten-product-news/172205-tpn-11730.html
2025-07-29,,256000.0,,,chinatungsten,"Molybdenum Market - July 29, 2025",http://news.chinatungsten.com/en/tungsten-product-news/172242-tpn-11736.html
2025-07-30,4120.0,265000.0,259000.0,,chinatungsten,"Molybdenum Market - July 30, 2025",http://news.chinatungsten.com/en/tungsten-product-news/172291-tpn-11739.html
2025-08-01,4130.0,266000.0,259000.0,,chinatungsten,"Molybdenum Market - August 1, 2025",http://news.chinatungsten.com/en/tungsten-product-news/172340-tpn-11746.html
2025-08-04,4070.0,262000.0,214000.0,,chinatungsten,"Molybdenum Market - August 4, 2025",http://news.chinatungsten.com/en/tungsten-product-news/172358-tpn-11751.html
2025-08-05,4020.0,261000.0,255000.0,,chinatungsten,"Molybdenum Market - August 5, 2025",http://news.chinatungsten.com/en/tungsten-product-news/172383-tpn-11752.html
2025-08-06,4020.0,261000.0,255000.0,,chinatungsten,"Molybdenum Market - August 6, 2025",http://news.chinatungsten.com/en/tungsten-product-news/172399-tpn-11755.html
2025-08-07,4020.0,261000.0,255000.0,,chinatungsten,"Molybdenum Market - August 7, 2025",http://news.chinatungsten.com/en/tungsten-product-news/172429-tpn-11756.html
2025-08-08,,259000.0,253000.0,,chinatungsten,"Molybdenum Market - August 8, 2025",http://news.chinatungsten.com/en/tungsten-product-news/172455-tpn-11759.html
2025-08-11,4020.0,259000.0,,,chinatungsten,"Molybdenum Market - August 11, 2025",http://news.chinatungsten.com/en/tungsten-product-news/172481-tpn-11760.html
2025-08-12,4050.0,261000.0,,,chinatungsten,"Molybdenum Market - August 12, 2025",http://news.chinatungsten.com/en/tungsten-product-news/172575-tpn-11763.html
2025-08-13,4050.0,261000.0,,,chinatungsten,"Molybdenum Market - August 13, 2025",http://news.chinatungsten.com/en/tungsten-product-news/172703-tpn-11766.html
2025-08-14,4190.0,266000.0,253000.0,,chinatungsten,"Molybdenum Market - August 14, 2025",http://news.chinatungsten.com/en/tungsten-product-news/172722-tpn-11768.html
2025-08-15,4190.0,268000.0,253000.0,,chinatungsten,"Molybdenum Market - August 15, 2025",http://news.chinatungsten.com/en/tungsten-product-news/172787-tpn-11776.html
2025-08-18,4190.0,270000.0,255000.0,,chinatungsten,"Molybdenum Market - August 18, 2025",http://news.chinatungsten.com/en/tungsten-product-news/172746-tpn-11769.html
2025-08-19,4190.0,270000.0,255000.0,,chinatungsten,"Molybdenum Market - August 19, 2025",http://news.chinatungsten.com/en/tungsten-product-news/172770-tpn-11775.html
2025-08-20,4210.0,272000.0,,,chinatungsten,"Molybdenum Market - August 20, 2025",http://news.chinatungsten.com/en/tungsten-product-news/172826-tpn-11779.html
2025-08-21,4230.0,273000.0,259000.0,,chinatungsten,"Molybdenum Market - August 21, 2025",http://news.chinatungsten.com/en/tungsten-product-news/172847-tpn-11781.html
2025-08-22,4280.0,274000.0,260000.0,,chinatungsten,"Molybdenum Market - August 22, 2025",http://news.chinatungsten.com/en/tungsten-product-news/172858-tpn-11784.html
2025-08-25,4360.0,276000.0,262000.0,,chinatungsten,"Molybdenum Market - August 25, 2025",http://news.chinatungsten.com/en/tungsten-product-news/172893-tpn-11788.html
2025-08-26,4360.0,276000.0,262000.0,,chinatungsten,"Molybdenum Market - August 26, 2025",http://news.chinatungsten.com/en/tungsten-product-news/172961-tpn-11791.html
2025-08-27,4310.0,276000.0,262000.0,,chinatungsten,"Molybdenum Market - August 27, 2025",http://news.chinatungsten.com/en/tungsten-product-news/172976-tpn-11793.html
2025-08-28,4340.0,278000.0,,,chinatungsten,"Molybdenum Market - August 28, 2025",http://news.chinatungsten.com/en/tungsten-product-news/172991-tpn-11795.html
2025-09-01,4380.0,279000.0,262000.0,,chinatungsten,"Molybdenum Market - September 1, 2025",http://news.chinatungsten.com/en/tungsten-product-news/173033-tpn-11803.html
2025-09-02,4390.0,280000.0,264000.0,,chinatungsten,"Molybdenum Price - September 2, 2025",http://news.chinatungsten.com/en/tungsten-product-news/173047-tpn-11804.html
2025-09-03,4390.0,281000.0,265000.0,,chinatungsten,"Molybdenum Price - September 3, 2025",http://news.chinatungsten.com/en/tungsten-product-news/173084-tpn-11806.html
2025-09-04,4410.0,283000.0,,,chinatungsten,"Molybdenum Market - September 4, 2025",http://news.chinatungsten.com/en/tungsten-product-news/173106-tpn-11809.html
2025-09-05,4420.0,283000.0,268000.0,,chinatungsten,"Molybdenum Market - September 5, 2025",http://news.chinatungsten.com/en/tungsten-product-news/173131-tpn-11811.html
2025-09-08,4410.0,282000.0,268000.0,,chinatungsten,"Molybdenum Market - September 8, 2025",http://news.chinatungsten.com/en/tungsten-product-news/173178-tpn-11816.html
2025-09-09,4410.0,282000.0,268000.0,,chinatungsten,"Molybdenum Market - September 9, 2025",http://news.chinatungsten.com/en/tungsten-product-news/173175-tpn-11815.html
2025-09-10,4390.0,281000.0,268000.0,,chinatungsten,"Molybdenum Market - September 10, 2025",http://news.chinatungsten.com/en/tungsten-product-news/173203-tpn-11817.html
2025-09-11,4380.0,280000.0,,,chinatungsten,"Molybdenum Prices - September 11, 2025",http://news.chinatungsten.com/en/tungsten-product-news/173288-tpn-11821.html
2025-09-12,4370.0,279000.0,,,chinatungsten,"Molybdenum Market - September 12, 2025",http://news.chinatungsten.com/en/tungsten-product-news/173349-tpn-11822.html
2025-09-15,4320.0,276000.0,204000.0,,chinatungsten,"Molybdenum Market - September 15, 2025",http://news.chinatungsten.com/en/tungsten-product-news/173447-tpn-11823.html
2025-09-16,4300.0,275000.0,204000.0,,chinatungsten,"Molybdenum Market - September 16, 2025",http://news.chinatungsten.com/en/tungsten-product-news/173461-tpn-11826.html
2025-09-17,4290.0,274000.0,263000.0,,chinatungsten,"Molybdenum Market - September 17, 2025",http://news.chinatungsten.com/en/tungsten-product-news/173478-tpn-11828.html
2025-09-18,4280.0,272000.0,263000.0,,chinatungsten,"Molybdenum Market - September 18, 2025",http://news.chinatungsten.com/en/tungsten-product-news/173519-tpn-11835.html
2025-09-19,4280.0,,263000.0,,chinatungsten,"Molybdenum Price - September 19, 2025",http://news.chinatungsten.com/en/tungsten-product-news/173511-tpn-11834.html
2025-09-23,4280.0,270000.0,263000.0,,chinatungsten,"Molybdenum Market - September 23, 2025",http://news.chinatungsten.com/en/tungsten-product-news/173541-tpn-11839.html
2025-09-24,4280.0,270000.0,,,chinatungsten,"Molybdenum Market - September 24, 2025",http://news.chinatungsten.com/en/tungsten-product-news/173581-tpn-11841.html
2025-09-25,4270.0,269000.0,261000.0,,chinatungsten,"Molybdenum Market - September 25, 2025",http://news.chinatungsten.com/en/tungsten-product-news/173630-tpn-11847.html
2025-09-26,4270.0,269000.0,260000.0,,chinatungsten,"Molybdenum Market - September 26, 2025",http://news.chinatungsten.com/en/tungsten-product-news/173629-tpn-11846.html
2025-09-28,4260.0,268000.0,260000.0,,chinatungsten,"Molybdenum Market - September 28, 2025",http://news.chinatungsten.com/en/tungsten-product-news/173676-tpn-11850.html
2025-09-29,4240.0,267000.0,260000.0,,chinatungsten,"Molybdenum Market - September 29, 2025",http://news.chinatungsten.com/en/tungsten-product-news/173682-tpn-11851.html
2025-10-09,4240.0,267000.0,260000.0,,chinatungsten,"Molybdenum Market - October 9, 2025",http://news.chinatungsten.com/en/tungsten-product-news/173743-tpn-11861.html
2025-10-10,,266000.0,259000.0,,chinatungsten,"Molybdenum Market - October 10, 2025",http://news.chinatungsten.com/en/tungsten-product-news/173749-tpn-11862.html
2025-10-11,4210.0,266000.0,259000.0,,chinatungsten,"Molybdenum Market - October 11, 2025",http://news.chinatungsten.com/en/tungsten-product-news/173804-tpn-11867.html
2025-10-14,4220.0,270000.0,,,chinatungsten,"Molybdenum Market - October 14, 2025",http://news.chinatungsten.com/en/tungsten-product-news/173879-tpn-11872.html
2025-10-15,4270.0,272000.0,,,chinatungsten,"Molybdenum Market - October 15, 2025",http://news.chinatungsten.com/en/tungsten-product-news/173965-tpn-11874.html
2025-10-16,4270.0,273000.0,263000.0,,chinatungsten,"Molybdenum Market - October 16, 2025",http://news.chinatungsten.com/en/tungsten-product-news/173974-tpn-11876.html
2025-10-17,4280.0,273000.0,263000.0,,chinatungsten,"Molybdenum Market - October 17, 2025",http://news.chinatungsten.com/en/tungsten-product-news/174003-tpn-11879.html
2025-10-20,4470.0,285000.0,275000.0,,chinatungsten,"Molybdenum Market - October 20, 2025",http://news.chinatungsten.com/en/tungsten-product-news/174030-tpn-11883.html
2025-10-21,4280.0,272000.0,263000.0,,chinatungsten,"Molybdenum Market - October 21, 2025",http://news.chinatungsten.com/en/tungsten-product-news/174070-tpn-11886.html
2025-10-22,4260.0,271000.0,262000.0,,chinatungsten,"Molybdenum Market - October 22, 2025",http://news.chinatungsten.com/en/tungsten-product-news/174081-tpn-11888.html
2025-10-24,4400.0,268000.0,261000.0,,chinatungsten,"Molybdenum Market - October 24, 2025",http://news.chinatungsten.com/en/tungsten-product-news/174133-tpn-11893.html
2025-10-27,4190.0,265000.0,261000.0,,chinatungsten,"Molybdenum Market - October 27, 2025",http://news.chinatungsten.com/en/tungsten-product-news/174117-tpn-11891.html
2025-10-28,4190.0,264000.0,261000.0,,chinatungsten,"Molybdenum Market - October 28, 2025",http://news.chinatungsten.com/en/tungsten-product-news/174151-tpn-11896.html
2025-10-29,4350.0,275000.0,269000.0,264000.0,ctia,钼价继续承压下行,https://www.ctia.com.cn/news/123800.html
2025-10-30,4330.0,273000.0,,,ctia,国际钼价降幅缩窄 国内钼价继续走低,https://www.ctia.com.cn/news/123879.html
2025-11-04,4260.0,267000.0,264000.0,,ctia,钼铁价格跌破27万元关口,https://www.ctia.com.cn/news/123991.html
2025-11-05,4220.0,264000.0,262000.0,257000.0,ctia,钢招活跃度升高 钼铁价格仍跌,https://www.ctia.com.cn/news/124048.html
2025-11-06,4180.0,261000.0,254000.0,,ctia,钼价加速下行,https://www.ctia.com.cn/news/124071.html
2025-11-07,4010.0,260000.0,254000.0,,ctia,本周钼精矿价格降幅近7%,https://www.ctia.com.cn/news/124121.html
2025-11-10,3960.0,258000.0,252000.0,247000.0,ctia,钼精矿价格跌破4000元关口,https://www.ctia.com.cn/news/124155.html
2025-11-11,3920.0,255000.0,250000.0,245000.0,ctia,国内外钼价继续下跌,https://www.ctia.com.cn/news/124189.html
2025-11-12,4120.0,242000.0,242000.0,,ctia,钼精矿价格下降120元,https://www.ctia.com.cn/news/124202.html
2025-11-13,3720.0,237000.0,240000.0,235000.0,ctia,钼价跌势难止,https://www.ctia.com.cn/news/124277.html
2025-11-14,3750.0,242000.0,240000.0,,ctia,本周钼铁价格降近7%,https://www.ctia.com.cn/news/124286.html
2025-11-17,3790.0,247000.0,241000.0,,ctia,钼价继续反弹,https://www.ctia.com.cn/news/124331.html
2025-11-18,3800.0,248000.0,241000.0,,ctia,下游需求增多 钼市偏强运行,https://www.ctia.com.cn/news/124547.html
2025-11-19,3810.0,250000.0,241000.0,,ctia,钼铁价格重回25万元/吨关口,https://www.ctia.com.cn/news/124555.html
2025-11-20,3730.0,246000.0,241000.0,,ctia,钼精矿、钼铁、氧化钼最新价格,https://www.ctia.com.cn/news/124606.html
2025-11-21,3730.0,245000.0,241000.0,236000.0,ctia,本周钼价先扬后抑,https://www.ctia.com.cn/news/124657.html
2025-11-24,3700.0,243000.0,241000.0,,ctia,钼精矿、钼铁、钼粉最新价格,https://www.ctia.com.cn/news/124694.html
2025-11-25,3700.0,242000.0,241000.0,236000.0,ctia,钼市弱势运行 钼精矿价格暂稳,https://www.ctia.com.cn/news/124755.html
2025-11-26,3650.0,236000.0,237000.0,,ctia,钢招价格走低 钼价弱势下降,https://www.ctia.com.cn/news/124770.html
2025-11-27,3650.0,235000.0,236000.0,,ctia,钼精矿价格降幅收窄,https://www.ctia.com.cn/news/124812.html
2025-11-28,3650.0,234000.0,,231000.0,ctia,本周钼铁价格下降11000元,https://www.ctia.com.cn/news/124864.html
2025-12-02,3650.0,239000.0,236000.0,231000.0,ctia,钼精矿、钼铁、钼酸铵最新价格,https://www.ctia.com.cn/news/124934.html
2025-12-03,3650.0,236000.0,236000.0,231000.0,ctia,钼市偏弱运行 钼铁价格小降,https://www.ctia.com.cn/news/124966.html
2025-12-04,3650.0,236000.0,,231000.0,ctia,国际钼价走弱 国内钼市维稳运行,https://www.ctia.com.cn/news/125002.html
2025-12-05,3650.0,236000.0,236000.0,,ctia,本周钼价横盘整理,https://www.ctia.com.cn/news/125011.html
2025-12-09,3720.0,238000.0,237000.0,,ctia,钼市偏强运行 钼精矿价格涨70元,https://www.ctia.com.cn/news/125124.html
2025-12-10,3720.0,240000.0,238000.0,,ctia,钼铁成交价格继续上涨,https://www.ctia.com.cn/news/125144.html
2025-12-11,3720.0,240000.0,,,ctia,钢企陆续招标 钼市维稳运行,https://www.ctia.com.cn/news/125175.html
2025-12-12,3720.0,240000.0,238000.0,,ctia,本周钼价先涨后稳 氧化钼价格上涨70元,https://www.ctia.com.cn/news/125183.html
2025-12-16,3700.0,238000.0,238000.0,,ctia,钼铁价格微降,https://www.ctia.com.cn/news/125470.html
2025-12-17,3700.0,237000.0,238000.0,233000.0,ctia,钢招价格偏低 钼铁市场承压前行,https://www.ctia.com.cn/news/125528.html
2025-12-18,3720.0,238000.0,238000.0,,ctia,钼精矿、钼铁、氧化钼最新价格,https://www.ctia.com.cn/news/125577.html
2025-12-19,3720.0,237000.0,238000.0,,ctia,本周下游需求稳健 钼价横盘运行,https://www.ctia.com.cn/news/125612.html
2025-12-23,3720.0,240000.0,237000.0,,ctia,钼铁价格探涨,https://www.ctia.com.cn/news/125736.html
2025-12-24,3720.0,242000.0,,,ctia,钼铁价格持续上涨,https://www.ctia.com.cn/news/125693.html
2025-12-25,3730.0,242000.0,238000.0,233000.0,ctia,钼酸铵价格微涨,https://www.ctia.com.cn/news/125723.html
