dataset_id,asset,company,market,metric,source_route,direct_history_available,current_snapshot_available,observation_count,observation_start_date,observation_end_date,positive_value_count,non_positive_value_count,missing_value_count,coverage_status,point_in_time_status,next_action,source_quality,source_url,retrieved_at
airline_valuation_source_matrix,0670.HK,China Eastern Airlines,HK,pe_ttm,akshare_baidu_dated_history,True,True,606,2001-10-03,2026-08-08,350,256,0,dated_history,vendor_dated_ratio_denominator_semantics_unverified,Validate provider denominator semantics and join to announcement-aligned financials,akshare_baidu_valuation_history,"akshare.stock_hk_valuation_baidu(symbol=00670, indicator=市盈率(TTM), period=全部)",2026-08-08T20:00:18.958720+00:00
airline_valuation_source_matrix,0670.HK,China Eastern Airlines,HK,pe_static,akshare_baidu_dated_history,True,True,634,2002-05-04,2026-08-08,389,245,0,dated_history,vendor_dated_ratio_denominator_semantics_unverified,Validate provider denominator semantics and join to announcement-aligned financials,akshare_baidu_valuation_history,"akshare.stock_hk_valuation_baidu(symbol=00670, indicator=市盈率(静), period=全部)",2026-08-08T20:00:18.958720+00:00
airline_valuation_source_matrix,0670.HK,China Eastern Airlines,HK,pb,akshare_baidu_dated_history,True,True,606,2001-10-03,2026-08-08,583,23,0,dated_history,vendor_dated_ratio_denominator_semantics_unverified,Validate provider denominator semantics and join to announcement-aligned financials,akshare_baidu_valuation_history,"akshare.stock_hk_valuation_baidu(symbol=00670, indicator=市净率, period=全部)",2026-08-08T20:00:18.958720+00:00
airline_valuation_source_matrix,0670.HK,China Eastern Airlines,HK,market_cap,akshare_baidu_dated_history,True,False,606,2001-10-03,2026-08-08,606,0,0,dated_history,vendor_dated_market_cap_history,Validate provider denominator semantics and join to announcement-aligned financials,akshare_baidu_valuation_history,"akshare.stock_hk_valuation_baidu(symbol=00670, indicator=总市值, period=全部)",2026-08-08T20:00:18.958720+00:00
airline_valuation_source_matrix,0670.HK,China Eastern Airlines,HK,ps_ttm,eastmoney_current_then_free_reconstruction,False,True,0,,,0,0,0,current_only,current_snapshot_only_until_reconstructed,Use current Eastmoney PS; construct dated PS from free market_cap_and_announcement_aligned_revenue,free_eastmoney_current_only,akshare.stock_hk_valuation_comparison_em(symbol=00670),2026-08-08T20:00:18.958720+00:00
airline_valuation_source_matrix,0753.HK,Air China,HK,pe_ttm,akshare_baidu_dated_history,True,True,609,2004-12-17,2026-08-08,437,172,0,dated_history,vendor_dated_ratio_denominator_semantics_unverified,Validate provider denominator semantics and join to announcement-aligned financials,akshare_baidu_valuation_history,"akshare.stock_hk_valuation_baidu(symbol=00753, indicator=市盈率(TTM), period=全部)",2026-08-08T20:00:18.958720+00:00
airline_valuation_source_matrix,0753.HK,Air China,HK,pe_static,akshare_baidu_dated_history,True,True,609,2004-12-17,2026-08-08,429,180,0,dated_history,vendor_dated_ratio_denominator_semantics_unverified,Validate provider denominator semantics and join to announcement-aligned financials,akshare_baidu_valuation_history,"akshare.stock_hk_valuation_baidu(symbol=00753, indicator=市盈率(静), period=全部)",2026-08-08T20:00:18.958720+00:00
airline_valuation_source_matrix,0753.HK,Air China,HK,pb,akshare_baidu_dated_history,True,True,609,2004-12-17,2026-08-08,609,0,0,dated_history,vendor_dated_ratio_denominator_semantics_unverified,Validate provider denominator semantics and join to announcement-aligned financials,akshare_baidu_valuation_history,"akshare.stock_hk_valuation_baidu(symbol=00753, indicator=市净率, period=全部)",2026-08-08T20:00:18.958720+00:00
airline_valuation_source_matrix,0753.HK,Air China,HK,market_cap,akshare_baidu_dated_history,True,False,609,2004-12-17,2026-08-08,609,0,0,dated_history,vendor_dated_market_cap_history,Validate provider denominator semantics and join to announcement-aligned financials,akshare_baidu_valuation_history,"akshare.stock_hk_valuation_baidu(symbol=00753, indicator=总市值, period=全部)",2026-08-08T20:00:18.958720+00:00
airline_valuation_source_matrix,0753.HK,Air China,HK,ps_ttm,eastmoney_current_then_free_reconstruction,False,True,0,,,0,0,0,current_only,current_snapshot_only_until_reconstructed,Use current Eastmoney PS; construct dated PS from free market_cap_and_announcement_aligned_revenue,free_eastmoney_current_only,akshare.stock_hk_valuation_comparison_em(symbol=00753),2026-08-08T20:00:18.958720+00:00
airline_valuation_source_matrix,600221.SH,Hainan Airlines Holdings,CN_A,pe_ttm,akshare_baidu_dated_history,True,True,610,1999-12-04,2026-08-08,400,210,0,dated_history,vendor_dated_ratio_denominator_semantics_unverified,Validate provider denominator semantics and join to announcement-aligned financials,akshare_baidu_valuation_history,"akshare.stock_zh_valuation_baidu(symbol=600221, indicator=市盈率(TTM), period=全部)",2026-08-08T20:00:18.958720+00:00
airline_valuation_source_matrix,600221.SH,Hainan Airlines Holdings,CN_A,pe_static,akshare_baidu_dated_history,True,False,610,1999-12-04,2026-08-08,453,157,0,dated_history,vendor_dated_ratio_denominator_semantics_unverified,Validate provider denominator semantics and join to announcement-aligned financials,akshare_baidu_valuation_history,"akshare.stock_zh_valuation_baidu(symbol=600221, indicator=市盈率(静), period=全部)",2026-08-08T20:00:18.958720+00:00
airline_valuation_source_matrix,600221.SH,Hainan Airlines Holdings,CN_A,pb,akshare_baidu_dated_history,True,True,610,1999-12-04,2026-08-08,573,37,0,dated_history,vendor_dated_ratio_denominator_semantics_unverified,Validate provider denominator semantics and join to announcement-aligned financials,akshare_baidu_valuation_history,"akshare.stock_zh_valuation_baidu(symbol=600221, indicator=市净率, period=全部)",2026-08-08T20:00:18.958720+00:00
airline_valuation_source_matrix,600221.SH,Hainan Airlines Holdings,CN_A,market_cap,akshare_baidu_dated_history,True,False,610,1999-12-04,2026-08-08,610,0,0,dated_history,vendor_dated_market_cap_history,Validate provider denominator semantics and join to announcement-aligned financials,akshare_baidu_valuation_history,"akshare.stock_zh_valuation_baidu(symbol=600221, indicator=总市值, period=全部)",2026-08-08T20:00:18.958720+00:00
airline_valuation_source_matrix,600221.SH,Hainan Airlines Holdings,CN_A,ps_ttm,eastmoney_current_then_free_reconstruction,False,True,0,,,0,0,0,current_only,current_snapshot_only_until_reconstructed,Use current Eastmoney PS; construct dated PS from free market_cap_and_announcement_aligned_revenue,free_eastmoney_current_only,akshare.stock_zh_valuation_comparison_em(symbol=SH600221),2026-08-08T20:00:18.958720+00:00
airline_valuation_source_matrix,601021.SH,Spring Airlines,CN_A,pe_ttm,akshare_baidu_dated_history,True,True,703,2015-01-26,2026-08-08,520,183,0,dated_history,vendor_dated_ratio_denominator_semantics_unverified,Validate provider denominator semantics and join to announcement-aligned financials,akshare_baidu_valuation_history,"akshare.stock_zh_valuation_baidu(symbol=601021, indicator=市盈率(TTM), period=全部)",2026-08-08T20:00:18.958720+00:00
airline_valuation_source_matrix,601021.SH,Spring Airlines,CN_A,pe_static,akshare_baidu_dated_history,True,False,703,2015-01-26,2026-08-08,581,122,0,dated_history,vendor_dated_ratio_denominator_semantics_unverified,Validate provider denominator semantics and join to announcement-aligned financials,akshare_baidu_valuation_history,"akshare.stock_zh_valuation_baidu(symbol=601021, indicator=市盈率(静), period=全部)",2026-08-08T20:00:18.958720+00:00
airline_valuation_source_matrix,601021.SH,Spring Airlines,CN_A,pb,akshare_baidu_dated_history,True,True,703,2015-01-26,2026-08-08,703,0,0,dated_history,vendor_dated_ratio_denominator_semantics_unverified,Validate provider denominator semantics and join to announcement-aligned financials,akshare_baidu_valuation_history,"akshare.stock_zh_valuation_baidu(symbol=601021, indicator=市净率, period=全部)",2026-08-08T20:00:18.958720+00:00
airline_valuation_source_matrix,601021.SH,Spring Airlines,CN_A,market_cap,akshare_baidu_dated_history,True,False,703,2015-01-26,2026-08-08,703,0,0,dated_history,vendor_dated_market_cap_history,Validate provider denominator semantics and join to announcement-aligned financials,akshare_baidu_valuation_history,"akshare.stock_zh_valuation_baidu(symbol=601021, indicator=总市值, period=全部)",2026-08-08T20:00:18.958720+00:00
airline_valuation_source_matrix,601021.SH,Spring Airlines,CN_A,ps_ttm,eastmoney_current_then_free_reconstruction,False,True,0,,,0,0,0,current_only,current_snapshot_only_until_reconstructed,Use current Eastmoney PS; construct dated PS from free market_cap_and_announcement_aligned_revenue,free_eastmoney_current_only,akshare.stock_zh_valuation_comparison_em(symbol=SH601021),2026-08-08T20:00:18.958720+00:00
airline_valuation_source_matrix,603885.SH,Juneyao Airlines,CN_A,pe_ttm,akshare_baidu_dated_history,True,True,682,2015-06-01,2026-08-08,475,207,0,dated_history,vendor_dated_ratio_denominator_semantics_unverified,Validate provider denominator semantics and join to announcement-aligned financials,akshare_baidu_valuation_history,"akshare.stock_zh_valuation_baidu(symbol=603885, indicator=市盈率(TTM), period=全部)",2026-08-08T20:00:18.958720+00:00
airline_valuation_source_matrix,603885.SH,Juneyao Airlines,CN_A,pe_static,akshare_baidu_dated_history,True,False,682,2015-06-01,2026-08-08,501,181,0,dated_history,vendor_dated_ratio_denominator_semantics_unverified,Validate provider denominator semantics and join to announcement-aligned financials,akshare_baidu_valuation_history,"akshare.stock_zh_valuation_baidu(symbol=603885, indicator=市盈率(静), period=全部)",2026-08-08T20:00:18.958720+00:00
airline_valuation_source_matrix,603885.SH,Juneyao Airlines,CN_A,pb,akshare_baidu_dated_history,True,True,682,2015-06-01,2026-08-08,682,0,0,dated_history,vendor_dated_ratio_denominator_semantics_unverified,Validate provider denominator semantics and join to announcement-aligned financials,akshare_baidu_valuation_history,"akshare.stock_zh_valuation_baidu(symbol=603885, indicator=市净率, period=全部)",2026-08-08T20:00:18.958720+00:00
airline_valuation_source_matrix,603885.SH,Juneyao Airlines,CN_A,market_cap,akshare_baidu_dated_history,True,False,682,2015-06-01,2026-08-08,682,0,0,dated_history,vendor_dated_market_cap_history,Validate provider denominator semantics and join to announcement-aligned financials,akshare_baidu_valuation_history,"akshare.stock_zh_valuation_baidu(symbol=603885, indicator=总市值, period=全部)",2026-08-08T20:00:18.958720+00:00
airline_valuation_source_matrix,603885.SH,Juneyao Airlines,CN_A,ps_ttm,eastmoney_current_then_free_reconstruction,False,True,0,,,0,0,0,current_only,current_snapshot_only_until_reconstructed,Use current Eastmoney PS; construct dated PS from free market_cap_and_announcement_aligned_revenue,free_eastmoney_current_only,akshare.stock_zh_valuation_comparison_em(symbol=SH603885),2026-08-08T20:00:18.958720+00:00
