status,airline_code,month,metric,region,value,recovery_method,reason,announcement_date,announcement_id,source_pdf_url,source_pdf_path,companion_parser_metrics,source_text_metric_present,source_text_keyword_matches,parser_metric_present,parser_metric_row_count,parser_metric_regions,disclosure_check,retrieved_at
not_disclosed_in_source_pdf,603885,2016-09,freight_load_factor_pct,Total,,not_applicable,The official monthly PDF discloses ATK/RTK/RFTK and cargo tonnage but does not disclose AFTK; freight load factor cannot be derived without AFTK.,2016-10-15,1202760093,http://static.cninfo.com.cn/finalpage/2016-10-15/1202760093.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/603885/1202760093.PDF,ask;atk;cargo_tonnes;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,False,,False,0,,not_disclosed_in_source_pdf,2026-08-09T16:03:51.463326+00:00
not_disclosed_in_source_pdf,603885,2016-10,aftk,Total,,not_applicable,The official monthly PDF discloses ATK/RTK/RFTK and cargo tonnage but does not disclose AFTK; freight load factor cannot be derived without AFTK.,2016-11-09,1202819803,http://static.cninfo.com.cn/finalpage/2016-11-09/1202819803.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/603885/1202819803.PDF,ask;atk;cargo_tonnes;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,False,,False,0,,not_disclosed_in_source_pdf,2026-08-09T16:03:51.463326+00:00
not_disclosed_in_source_pdf,603885,2016-10,freight_load_factor_pct,Total,,not_applicable,The official monthly PDF discloses ATK/RTK/RFTK and cargo tonnage but does not disclose AFTK; freight load factor cannot be derived without AFTK.,2016-11-09,1202819803,http://static.cninfo.com.cn/finalpage/2016-11-09/1202819803.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/603885/1202819803.PDF,ask;atk;cargo_tonnes;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,False,,False,0,,not_disclosed_in_source_pdf,2026-08-09T16:03:51.463326+00:00
not_disclosed_in_source_pdf,603885,2016-11,aftk,Total,,not_applicable,The official monthly PDF discloses ATK/RTK/RFTK and cargo tonnage but does not disclose AFTK; freight load factor cannot be derived without AFTK.,2016-12-13,1202870181,http://static.cninfo.com.cn/finalpage/2016-12-13/1202870181.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/603885/1202870181.PDF,ask;atk;cargo_tonnes;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,False,,False,0,,not_disclosed_in_source_pdf,2026-08-09T16:03:51.463326+00:00
not_disclosed_in_source_pdf,603885,2016-11,freight_load_factor_pct,Total,,not_applicable,The official monthly PDF discloses ATK/RTK/RFTK and cargo tonnage but does not disclose AFTK; freight load factor cannot be derived without AFTK.,2016-12-13,1202870181,http://static.cninfo.com.cn/finalpage/2016-12-13/1202870181.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/603885/1202870181.PDF,ask;atk;cargo_tonnes;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,False,,False,0,,not_disclosed_in_source_pdf,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2017-10,freight_load_factor_pct,Domestic,36.07,source_pdf_recovery,The official PDF contains the freight-load-factor regional rows; the raw parser archive omitted the recoverable table values.,2017-11-16,1204143005,http://static.cninfo.com.cn/finalpage/2017-11-16/1204143005.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1204143005.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,货邮载运率,True,3,Domestic;International;Regional,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2017-10,freight_load_factor_pct,International,64.46,source_pdf_recovery,The official PDF contains the freight-load-factor regional rows; the raw parser archive omitted the recoverable table values.,2017-11-16,1204143005,http://static.cninfo.com.cn/finalpage/2017-11-16/1204143005.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1204143005.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,货邮载运率,True,3,Domestic;International;Regional,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2017-10,freight_load_factor_pct,Regional,25.86,source_pdf_recovery,The official PDF contains the freight-load-factor regional rows; the raw parser archive omitted the recoverable table values.,2017-11-16,1204143005,http://static.cninfo.com.cn/finalpage/2017-11-16/1204143005.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1204143005.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,货邮载运率,True,3,Domestic;International;Regional,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2019-06,aftk,Domestic,410.61,pdf_table_shift_recovery,PDF page-break shifted the first value of each block into the header row; official table arithmetic and labels validate the repair.,2019-07-16,1206446698,http://static.cninfo.com.cn/finalpage/2019-07-16/1206446698.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1206446698.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,可利用吨公里—货邮运,True,4,Domestic;International;Regional;Total,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2019-06,aftk,International,794.28,pdf_table_shift_recovery,PDF page-break shifted the first value of each block into the header row; official table arithmetic and labels validate the repair.,2019-07-16,1206446698,http://static.cninfo.com.cn/finalpage/2019-07-16/1206446698.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1206446698.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,可利用吨公里—货邮运,True,4,Domestic;International;Regional;Total,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2019-06,aftk,Regional,9.57,pdf_table_shift_recovery,PDF page-break shifted the first value of each block into the header row; official table arithmetic and labels validate the repair.,2019-07-16,1206446698,http://static.cninfo.com.cn/finalpage/2019-07-16/1206446698.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1206446698.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,可利用吨公里—货邮运,True,4,Domestic;International;Regional;Total,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2019-06,aftk,Total,1214.45,pdf_table_shift_recovery,PDF page-break shifted the first value of each block into the header row; official table arithmetic and labels validate the repair.,2019-07-16,1206446698,http://static.cninfo.com.cn/finalpage/2019-07-16/1206446698.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1206446698.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,可利用吨公里—货邮运,True,4,Domestic;International;Regional;Total,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2019-06,ask,Domestic,18597.14,pdf_table_shift_recovery_sum_total,PDF page-break shifted the first value of each block into the header row; official table arithmetic and labels validate the repair.,2019-07-16,1206446698,http://static.cninfo.com.cn/finalpage/2019-07-16/1206446698.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1206446698.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,可利用座公里,True,4,Domestic;International;Regional;Total,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2019-06,ask,International,8460.82,pdf_table_shift_recovery_sum_total,PDF page-break shifted the first value of each block into the header row; official table arithmetic and labels validate the repair.,2019-07-16,1206446698,http://static.cninfo.com.cn/finalpage/2019-07-16/1206446698.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1206446698.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,可利用座公里,True,4,Domestic;International;Regional;Total,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2019-06,ask,Regional,408.84,pdf_table_shift_recovery_sum_total,PDF page-break shifted the first value of each block into the header row; official table arithmetic and labels validate the repair.,2019-07-16,1206446698,http://static.cninfo.com.cn/finalpage/2019-07-16/1206446698.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1206446698.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,可利用座公里,True,4,Domestic;International;Regional;Total,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2019-06,ask,Total,27466.8,pdf_table_shift_recovery_sum_total,PDF page-break shifted the first value of each block into the header row; official table arithmetic and labels validate the repair.,2019-07-16,1206446698,http://static.cninfo.com.cn/finalpage/2019-07-16/1206446698.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1206446698.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,可利用座公里,True,4,Domestic;International;Regional;Total,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2019-06,atk,Domestic,2084.35,pdf_table_shift_recovery,PDF page-break shifted the first value of each block into the header row; official table arithmetic and labels validate the repair.,2019-07-16,1206446698,http://static.cninfo.com.cn/finalpage/2019-07-16/1206446698.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1206446698.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,可利用吨公里,True,4,Domestic;International;Regional;Total,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2019-06,atk,International,1555.75,pdf_table_shift_recovery,PDF page-break shifted the first value of each block into the header row; official table arithmetic and labels validate the repair.,2019-07-16,1206446698,http://static.cninfo.com.cn/finalpage/2019-07-16/1206446698.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1206446698.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,可利用吨公里,True,4,Domestic;International;Regional;Total,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2019-06,atk,Regional,46.36,pdf_table_shift_recovery,PDF page-break shifted the first value of each block into the header row; official table arithmetic and labels validate the repair.,2019-07-16,1206446698,http://static.cninfo.com.cn/finalpage/2019-07-16/1206446698.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1206446698.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,可利用吨公里,True,4,Domestic;International;Regional;Total,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2019-06,atk,Total,3686.47,pdf_table_shift_recovery,PDF page-break shifted the first value of each block into the header row; official table arithmetic and labels validate the repair.,2019-07-16,1206446698,http://static.cninfo.com.cn/finalpage/2019-07-16/1206446698.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1206446698.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,可利用吨公里,True,4,Domestic;International;Regional;Total,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2019-06,cargo_tonnes,Domestic,84280.0,pdf_table_shift_recovery,PDF page-break shifted the first value of each block into the header row; official table arithmetic and labels validate the repair.,2019-07-16,1206446698,http://static.cninfo.com.cn/finalpage/2019-07-16/1206446698.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1206446698.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,货物及邮件,True,4,Domestic;International;Regional;Total,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2019-06,cargo_tonnes,International,55810.0,pdf_table_shift_recovery,PDF page-break shifted the first value of each block into the header row; official table arithmetic and labels validate the repair.,2019-07-16,1206446698,http://static.cninfo.com.cn/finalpage/2019-07-16/1206446698.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1206446698.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,货物及邮件,True,4,Domestic;International;Regional;Total,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2019-06,cargo_tonnes,Regional,1840.0,pdf_table_shift_recovery,PDF page-break shifted the first value of each block into the header row; official table arithmetic and labels validate the repair.,2019-07-16,1206446698,http://static.cninfo.com.cn/finalpage/2019-07-16/1206446698.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1206446698.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,货物及邮件,True,4,Domestic;International;Regional;Total,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2019-06,cargo_tonnes,Total,141920.0,pdf_table_shift_recovery,PDF page-break shifted the first value of each block into the header row; official table arithmetic and labels validate the repair.,2019-07-16,1206446698,http://static.cninfo.com.cn/finalpage/2019-07-16/1206446698.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1206446698.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,货物及邮件,True,4,Domestic;International;Regional;Total,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2019-06,overall_load_factor_pct,Domestic,64.5,pdf_table_shift_recovery,PDF page-break shifted the first value of each block into the header row; official table arithmetic and labels validate the repair.,2019-07-16,1206446698,http://static.cninfo.com.cn/finalpage/2019-07-16/1206446698.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1206446698.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,总体载运率,True,4,Domestic;International;Regional;Total,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2019-06,overall_load_factor_pct,International,71.51,pdf_table_shift_recovery,PDF page-break shifted the first value of each block into the header row; official table arithmetic and labels validate the repair.,2019-07-16,1206446698,http://static.cninfo.com.cn/finalpage/2019-07-16/1206446698.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1206446698.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,总体载运率,True,4,Domestic;International;Regional;Total,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2019-06,overall_load_factor_pct,Regional,70.65,pdf_table_shift_recovery,PDF page-break shifted the first value of each block into the header row; official table arithmetic and labels validate the repair.,2019-07-16,1206446698,http://static.cninfo.com.cn/finalpage/2019-07-16/1206446698.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1206446698.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,总体载运率,True,4,Domestic;International;Regional;Total,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2019-06,overall_load_factor_pct,Total,72.31,pdf_table_shift_recovery,PDF page-break shifted the first value of each block into the header row; official table arithmetic and labels validate the repair.,2019-07-16,1206446698,http://static.cninfo.com.cn/finalpage/2019-07-16/1206446698.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1206446698.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,总体载运率,True,4,Domestic;International;Regional;Total,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
