dataset_id,as_of_date,company,operating_entity,parent_group,ticker,event_month,route_text,route_scope,screening_bucket,airline_frequency_text,airline_source_url,airline_source_quality,rail_time_minutes,rail_frequency_per_day,rail_fare_rmb,airport_station_access_score,hsr_substitution_score,hsr_score_status,next_enrichment,source_note,retrieved_at
airline_hsr_route_candidates,2026-08-07,China Eastern Airlines,China Eastern Airlines,China Eastern Airlines,0670.HK / 600115.SH,2025-09,上海虹桥—济南,domestic,hsr_enrichment_candidate,frequency increase,https://static.cninfo.com.cn/finalpage/2025-10-16/1224713276.PDF,issuer_cninfo_operating_release,,,,,,not_scored,12306 route query plus centre-to-centre access and fare capture,Shorter East China trunk candidate for HSR overlap,2026-08-07
airline_hsr_route_candidates,2026-08-07,China Eastern Airlines,China Eastern Airlines,China Eastern Airlines,0670.HK / 600115.SH,2025-09,上海浦东—合肥,domestic,hsr_enrichment_candidate,frequency increase,https://static.cninfo.com.cn/finalpage/2025-10-16/1224713276.PDF,issuer_cninfo_operating_release,,,,,,not_scored,12306 route query plus centre-to-centre access and fare capture,Shorter East China trunk candidate for HSR overlap,2026-08-07
airline_hsr_route_candidates,2026-08-07,China Southern Airlines,China Southern Airlines,China Southern Airlines,01055.HK / 600029.SH,2026-06,广州—乌鲁木齐,domestic,hsr_enrichment_candidate,weekly frequency in official detail,https://static.cninfo.com.cn/finalpage/2026-07-16/1225425964.PDF,issuer_cninfo_operating_release,,,,,,not_scored,12306 route query plus centre-to-centre access and fare capture,Long domestic route retained as a low-likelihood HSR control until measured,2026-08-07
airline_hsr_route_candidates,2026-03-23,Juneyao Airlines,Juneyao Airlines,Juneyao Airlines,603885.SH,2026-03,南京=广州,domestic,hsr_enrichment_candidate,每周14班,https://www.caac.gov.cn/XXGK/XXGK/TZTG/202603/P020260323513975216641.pdf,caac_primary_route_licence_pdf,,,,,,not_scored,12306 route query plus centre-to-centre access and fare capture,CAAC seasonal new-route licence names a new domestic route with stated initial frequency; planned licence frequency is not realized flight activity or company ASK.,2026-08-10T00:00:00+00:00
airline_hsr_route_candidates,2026-03-23,Air China,Air China,Air China,601111.SH,2026-03,北京=嘉兴,domestic,hsr_enrichment_candidate,每周14班,https://www.caac.gov.cn/XXGK/XXGK/TZTG/202603/P020260323513975216641.pdf,caac_primary_route_licence_pdf,,,,,,not_scored,12306 route query plus centre-to-centre access and fare capture,CAAC seasonal new-route licence names a new domestic route with stated initial frequency; planned licence frequency is not realized flight activity or company ASK.,2026-08-10T00:00:00+00:00
airline_hsr_route_candidates,2026-03-23,Air China,Air China,Air China,601111.SH,2026-03,北京=榆林,domestic,hsr_enrichment_candidate,每周14班,https://www.caac.gov.cn/XXGK/XXGK/TZTG/202603/P020260323513975216641.pdf,caac_primary_route_licence_pdf,,,,,,not_scored,12306 route query plus centre-to-centre access and fare capture,CAAC seasonal new-route licence names a new domestic route with stated initial frequency; planned licence frequency is not realized flight activity or company ASK.,2026-08-10T00:00:00+00:00
airline_hsr_route_candidates,2026-03-23,Air China,Air China,Air China,601111.SH,2026-03,北京=汉中,domestic,hsr_enrichment_candidate,每周14班,https://www.caac.gov.cn/XXGK/XXGK/TZTG/202603/P020260323513975216641.pdf,caac_primary_route_licence_pdf,,,,,,not_scored,12306 route query plus centre-to-centre access and fare capture,CAAC seasonal new-route licence names a new domestic route with stated initial frequency; planned licence frequency is not realized flight activity or company ASK.,2026-08-10T00:00:00+00:00
airline_hsr_route_candidates,2026-03-23,Air China,Air China,Air China,601111.SH,2026-03,上海=丽江,domestic,hsr_enrichment_candidate,每周14班,https://www.caac.gov.cn/XXGK/XXGK/TZTG/202603/P020260323513975216641.pdf,caac_primary_route_licence_pdf,,,,,,not_scored,12306 route query plus centre-to-centre access and fare capture,CAAC seasonal new-route licence names a new domestic route with stated initial frequency; planned licence frequency is not realized flight activity or company ASK.,2026-08-10T00:00:00+00:00
airline_hsr_route_candidates,2026-03-23,China Eastern Airlines,China Eastern Airlines,China Eastern Airlines,600115.SH,2026-03,北京=塔城,domestic,hsr_enrichment_candidate,每周14班,https://www.caac.gov.cn/XXGK/XXGK/TZTG/202603/P020260323513975216641.pdf,caac_primary_route_licence_pdf,,,,,,not_scored,12306 route query plus centre-to-centre access and fare capture,CAAC seasonal new-route licence names a new domestic route with stated initial frequency; planned licence frequency is not realized flight activity or company ASK.,2026-08-10T00:00:00+00:00
airline_hsr_route_candidates,2026-03-23,China Southern Airlines,China Southern Airlines,China Southern Airlines,600029.SH,2026-03,北京=库尔勒,domestic,hsr_enrichment_candidate,每周14班,https://www.caac.gov.cn/XXGK/XXGK/TZTG/202603/P020260323513975216641.pdf,caac_primary_route_licence_pdf,,,,,,not_scored,12306 route query plus centre-to-centre access and fare capture,CAAC seasonal new-route licence names a new domestic route with stated initial frequency; planned licence frequency is not realized flight activity or company ASK.,2026-08-10T00:00:00+00:00
airline_hsr_route_candidates,2026-03-23,China Southern Airlines,China Southern Airlines,China Southern Airlines,600029.SH,2026-03,广州=赣州,domestic,hsr_enrichment_candidate,每周14班,https://www.caac.gov.cn/XXGK/XXGK/TZTG/202603/P020260323513975216641.pdf,caac_primary_route_licence_pdf,,,,,,not_scored,12306 route query plus centre-to-centre access and fare capture,CAAC seasonal new-route licence names a new domestic route with stated initial frequency; planned licence frequency is not realized flight activity or company ASK.,2026-08-10T00:00:00+00:00
airline_hsr_route_candidates,2026-03-23,Juneyao Airlines,9 Air,Juneyao Airlines,603885.SH,2026-03,广州=嘉兴,domestic,hsr_enrichment_candidate,每周14班,https://www.caac.gov.cn/XXGK/XXGK/TZTG/202603/P020260323513975216641.pdf,caac_primary_route_licence_pdf,,,,,,not_scored,12306 route query plus centre-to-centre access and fare capture,CAAC seasonal new-route licence names a new domestic route with stated initial frequency; planned licence frequency is not realized flight activity or company ASK.,2026-08-10T00:00:00+00:00
airline_hsr_route_candidates,2026-03-23,Juneyao Airlines,9 Air,Juneyao Airlines,603885.SH,2026-03,广州=黄山,domestic,hsr_enrichment_candidate,每周14班,https://www.caac.gov.cn/XXGK/XXGK/TZTG/202603/P020260323513975216641.pdf,caac_primary_route_licence_pdf,,,,,,not_scored,12306 route query plus centre-to-centre access and fare capture,CAAC seasonal new-route licence names a new domestic route with stated initial frequency; planned licence frequency is not realized flight activity or company ASK.,2026-08-10T00:00:00+00:00
airline_hsr_route_candidates,2026-03-23,Juneyao Airlines,Juneyao Airlines,Juneyao Airlines,603885.SH,2026-03,上海=锡林浩特,domestic,hsr_enrichment_candidate,每周14班,https://www.caac.gov.cn/XXGK/XXGK/TZTG/202603/P020260323513975216641.pdf,caac_primary_route_licence_pdf,,,,,,not_scored,12306 route query plus centre-to-centre access and fare capture,CAAC seasonal new-route licence names a new domestic route with stated initial frequency; planned licence frequency is not realized flight activity or company ASK.,2026-08-10T00:00:00+00:00
airline_hsr_route_candidates,2026-03-23,Spring Airlines,Spring Airlines,Spring Airlines,601021.SH,2026-03,广州=无锡,domestic,hsr_enrichment_candidate,每周14班,https://www.caac.gov.cn/XXGK/XXGK/TZTG/202603/P020260323513975216641.pdf,caac_primary_route_licence_pdf,,,,,,not_scored,12306 route query plus centre-to-centre access and fare capture,CAAC seasonal new-route licence names a new domestic route with stated initial frequency; planned licence frequency is not realized flight activity or company ASK.,2026-08-10T00:00:00+00:00
airline_hsr_route_candidates,2026-03-23,Spring Airlines,Spring Airlines,Spring Airlines,601021.SH,2026-03,广州=扬州,domestic,hsr_enrichment_candidate,每周14班,https://www.caac.gov.cn/XXGK/XXGK/TZTG/202603/P020260323513975216641.pdf,caac_primary_route_licence_pdf,,,,,,not_scored,12306 route query plus centre-to-centre access and fare capture,CAAC seasonal new-route licence names a new domestic route with stated initial frequency; planned licence frequency is not realized flight activity or company ASK.,2026-08-10T00:00:00+00:00
airline_hsr_route_candidates,2026-03-23,Spring Airlines,Spring Airlines,Spring Airlines,601021.SH,2026-03,上海=张掖,domestic,hsr_enrichment_candidate,每周14班,https://www.caac.gov.cn/XXGK/XXGK/TZTG/202603/P020260323513975216641.pdf,caac_primary_route_licence_pdf,,,,,,not_scored,12306 route query plus centre-to-centre access and fare capture,CAAC seasonal new-route licence names a new domestic route with stated initial frequency; planned licence frequency is not realized flight activity or company ASK.,2026-08-10T00:00:00+00:00
airline_hsr_route_candidates,2026-03-23,Spring Airlines,Spring Airlines,Spring Airlines,601021.SH,2026-03,北京=宁波,domestic,hsr_enrichment_candidate,每周14班,https://www.caac.gov.cn/XXGK/XXGK/TZTG/202603/P020260323513975216641.pdf,caac_primary_route_licence_pdf,,,,,,not_scored,12306 route query plus centre-to-centre access and fare capture,CAAC seasonal new-route licence names a new domestic route with stated initial frequency; planned licence frequency is not realized flight activity or company ASK.,2026-08-10T00:00:00+00:00
