dataset_id,pair_id,asset_a,company_a,market_a,asset_b,company_b,market_b,same_market,snapshot_date,beta_benchmark_a,beta_benchmark_b,beta_gap_a_minus_b,log_size_gap_a_minus_b,value_revenue_multiple_a,value_revenue_multiple_b,value_revenue_multiple_gap_a_minus_b,momentum_3m_a_pct,momentum_3m_b_pct,momentum_3m_gap_a_minus_b_pct,momentum_1y_a_pct,momentum_1y_b_pct,momentum_1y_gap_a_minus_b_pct,volatility_a_pct,volatility_b_pct,volatility_gap_a_minus_b_pct,max_drawdown_a_pct,max_drawdown_b_pct,max_drawdown_gap_a_minus_b_pct,mechanical_beta_a_to_b,mechanical_beta_b_to_a,borrow_data_available_a,borrow_data_available_b,source_quality,source_note,retrieved_at
airline_pair_factor_diagnostics,0670.HK__600221.SH,0670.HK,China Eastern Airlines,HK,600221.SH,Hainan Airlines Holdings,CN_A,False,2026-08-07,1.1295857935500215,0.5434947953179752,0.5860909982320464,0.059241729570786106,0.3977902009857919,0.7259405046946885,-0.32815030370889664,-26.712329811052737,-14.19354297864185,-12.518786832410887,9.931505283420904,-11.920526402963084,21.852031686383988,54.813557601581856,30.762153940459964,24.051403661121892,-53.87045637459724,-31.05263372537505,-22.81782264922219,0.8195825374709051,0.2493991419747822,False,False,derived_free_factor_proxies,"Free-data factor proxies: benchmark beta, log market-cap size gap, market-cap/consensus-revenue value proxy, momentum, volatility and drawdown. These are not formal Barra exposures, do not neutralize industry/country/currency factors and do not establish borrow feasibility.",2026-08-07T15:09:31.625840+00:00
airline_pair_factor_diagnostics,0670.HK__601021.SH,0670.HK,China Eastern Airlines,HK,601021.SH,Spring Airlines,CN_A,False,2026-08-07,1.1295857935500215,0.4234554821994415,0.70613031135058,0.31110062315175036,0.3977902009857919,1.8315737091277091,-1.4337835081419172,-26.712329811052737,-1.7426879975654177,-24.969641813487318,9.931505283420904,-13.601971922789255,23.533477206210158,54.813557601581856,29.19000475915588,25.623552842425976,-53.87045637459724,-27.01437634545878,-26.85608002913846,1.2654288215711773,0.345673126982754,False,False,derived_free_factor_proxies,"Free-data factor proxies: benchmark beta, log market-cap size gap, market-cap/consensus-revenue value proxy, momentum, volatility and drawdown. These are not formal Barra exposures, do not neutralize industry/country/currency factors and do not establish borrow feasibility.",2026-08-07T15:09:31.625840+00:00
airline_pair_factor_diagnostics,0670.HK__603885.SH,0670.HK,China Eastern Airlines,HK,603885.SH,Juneyao Airlines,CN_A,False,2026-08-07,1.1295857935500215,0.6001534187261127,0.5294323748239088,0.9330312054049656,0.3977902009857919,0.9820352012947604,-0.5842450003089685,-26.712329811052737,-4.572905314870502,-22.139424496182237,9.931505283420904,-11.307135663342416,21.23864094676332,54.813557601581856,35.24273459077706,19.570823010804794,-53.87045637459724,-36.15531694069779,-17.715139433899452,0.9962662213494072,0.40506591220879,False,False,derived_free_factor_proxies,"Free-data factor proxies: benchmark beta, log market-cap size gap, market-cap/consensus-revenue value proxy, momentum, volatility and drawdown. These are not formal Barra exposures, do not neutralize industry/country/currency factors and do not establish borrow feasibility.",2026-08-07T15:09:31.625840+00:00
airline_pair_factor_diagnostics,01055.HK__0753.HK,0753.HK,Air China,HK,01055.HK,China Southern Airlines,HK,True,2026-08-07,1.0289248144147272,0.99407132714845,0.03485348726627713,0.33410321165247403,0.3956433690832872,0.2776110835192465,0.11803228556404066,-20.48872401159144,-22.686228328799796,2.197504317208356,-20.188681757632494,-7.930109516804373,-12.258572240828121,43.634508916827095,45.181158866702944,-1.5466499498758495,-47.757254907585434,-50.30769201425406,2.5504371066686247,0.8746688057639448,0.9377739945462962,False,False,derived_free_factor_proxies,"Free-data factor proxies: benchmark beta, log market-cap size gap, market-cap/consensus-revenue value proxy, momentum, volatility and drawdown. These are not formal Barra exposures, do not neutralize industry/country/currency factors and do not establish borrow feasibility.",2026-08-07T15:09:31.625840+00:00
airline_pair_factor_diagnostics,0670.HK__0753.HK,0753.HK,Air China,HK,0670.HK,China Eastern Airlines,HK,True,2026-08-07,1.0289248144147272,1.1295857935500215,-0.10066097913529437,0.20097068046515076,0.3956433690832872,0.3977902009857919,-0.002146831902504698,-20.48872401159144,-26.712329811052737,6.223605799461296,-20.188681757632494,9.931505283420904,-30.1201870410534,43.634508916827095,54.813557601581856,-11.179048684754761,-47.757254907585434,-53.87045637459724,6.113201467011805,0.7129531515816019,1.1250628609361049,False,False,derived_free_factor_proxies,"Free-data factor proxies: benchmark beta, log market-cap size gap, market-cap/consensus-revenue value proxy, momentum, volatility and drawdown. These are not formal Barra exposures, do not neutralize industry/country/currency factors and do not establish borrow feasibility.",2026-08-07T15:09:31.625840+00:00
airline_pair_factor_diagnostics,0753.HK__600221.SH,0753.HK,Air China,HK,600221.SH,Hainan Airlines Holdings,CN_A,False,2026-08-07,1.0289248144147272,0.5434947953179752,0.485430019096752,0.26021241003593687,0.3956433690832872,0.7259405046946885,-0.33029713561140134,-20.48872401159144,-14.19354297864185,-6.295181032949591,-20.188681757632494,-11.920526402963084,-8.26815535466941,43.634508916827095,30.762153940459964,12.87235497636713,-47.757254907585434,-31.05263372537505,-16.704621182210385,0.6097323462781388,0.2957569923831735,False,False,derived_free_factor_proxies,"Free-data factor proxies: benchmark beta, log market-cap size gap, market-cap/consensus-revenue value proxy, momentum, volatility and drawdown. These are not formal Barra exposures, do not neutralize industry/country/currency factors and do not establish borrow feasibility.",2026-08-07T15:09:31.625840+00:00
airline_pair_factor_diagnostics,0753.HK__601021.SH,0753.HK,Air China,HK,601021.SH,Spring Airlines,CN_A,False,2026-08-07,1.0289248144147272,0.4234554821994415,0.6054693322152856,0.5120713036169011,0.3956433690832872,1.8315737091277091,-1.4359303400444219,-20.48872401159144,-1.7426879975654177,-18.74603601402602,-20.188681757632494,-13.601971922789255,-6.586709834843239,43.634508916827095,29.19000475915588,14.444504157671215,-47.757254907585434,-27.01437634545878,-20.742878562126656,1.091190834367186,0.4751405910804275,False,False,derived_free_factor_proxies,"Free-data factor proxies: benchmark beta, log market-cap size gap, market-cap/consensus-revenue value proxy, momentum, volatility and drawdown. These are not formal Barra exposures, do not neutralize industry/country/currency factors and do not establish borrow feasibility.",2026-08-07T15:09:31.625840+00:00
airline_pair_factor_diagnostics,0753.HK__603885.SH,0753.HK,Air China,HK,603885.SH,Juneyao Airlines,CN_A,False,2026-08-07,1.0289248144147272,0.6001534187261127,0.42877139568861444,1.1340018858701164,0.3956433690832872,0.9820352012947604,-0.5863918322114732,-20.48872401159144,-4.572905314870502,-15.915818696720939,-20.188681757632494,-11.307135663342416,-8.881546094290078,43.634508916827095,35.24273459077706,8.391774326050033,-47.757254907585434,-36.15531694069779,-11.601937966887647,0.8700006792373182,0.5638497742666047,False,False,derived_free_factor_proxies,"Free-data factor proxies: benchmark beta, log market-cap size gap, market-cap/consensus-revenue value proxy, momentum, volatility and drawdown. These are not formal Barra exposures, do not neutralize industry/country/currency factors and do not establish borrow feasibility.",2026-08-07T15:09:31.625840+00:00
airline_pair_factor_diagnostics,600221.SH__601021.SH,601021.SH,Spring Airlines,CN_A,600221.SH,Hainan Airlines Holdings,CN_A,True,2026-08-07,0.4234554821994415,0.5434947953179752,-0.12003931311853366,-0.25185889358096425,1.8315737091277091,0.7259405046946885,1.1056332044330206,-1.7426879975654177,-14.19354297864185,12.450854981076432,-13.601971922789255,-11.920526402963084,-1.6814455198261715,29.19000475915588,30.762153940459964,-1.5721491813040842,-27.01437634545878,-31.05263372537505,4.038257379916271,0.4459881198657552,0.495322938716971,False,False,derived_free_factor_proxies,"Free-data factor proxies: benchmark beta, log market-cap size gap, market-cap/consensus-revenue value proxy, momentum, volatility and drawdown. These are not formal Barra exposures, do not neutralize industry/country/currency factors and do not establish borrow feasibility.",2026-08-07T15:09:31.625840+00:00
airline_pair_factor_diagnostics,601021.SH__603885.SH,601021.SH,Spring Airlines,CN_A,603885.SH,Juneyao Airlines,CN_A,True,2026-08-07,0.4234554821994415,0.6001534187261127,-0.1766979365266712,0.6219305822532153,1.8315737091277091,0.9820352012947604,0.8495385078329487,-1.7426879975654177,-4.572905314870502,2.8302173173050837,-13.601971922789255,-11.307135663342416,-2.294836259446839,29.19000475915588,35.24273459077706,-6.052729831621182,-27.01437634545878,-36.15531694069779,9.140940595239009,0.6299056874547325,0.9182192569925632,False,False,derived_free_factor_proxies,"Free-data factor proxies: benchmark beta, log market-cap size gap, market-cap/consensus-revenue value proxy, momentum, volatility and drawdown. These are not formal Barra exposures, do not neutralize industry/country/currency factors and do not establish borrow feasibility.",2026-08-07T15:09:31.625840+00:00
airline_pair_factor_diagnostics,600221.SH__603885.SH,603885.SH,Juneyao Airlines,CN_A,600221.SH,Hainan Airlines Holdings,CN_A,True,2026-08-07,0.6001534187261127,0.5434947953179752,0.05665862340813754,-0.8737894758341795,0.9820352012947604,0.7259405046946885,0.2560946966000719,-4.572905314870502,-14.19354297864185,9.620637663771348,-11.307135663342416,-11.920526402963084,0.6133907396206677,35.24273459077706,30.762153940459964,4.480580650317098,-36.15531694069779,-31.05263372537505,-5.102683215322738,0.5341488882730283,0.4069645803040469,False,False,derived_free_factor_proxies,"Free-data factor proxies: benchmark beta, log market-cap size gap, market-cap/consensus-revenue value proxy, momentum, volatility and drawdown. These are not formal Barra exposures, do not neutralize industry/country/currency factors and do not establish borrow feasibility.",2026-08-07T15:09:31.625840+00:00
