dataset_id,ticker,company,market,source_ticker,snapshot_date,metric,period,forecast_year,metric_unit,native_currency,value_avg_native,value_low_native,value_high_native,year_ago_value_native,analyst_count,growth_pct,up_last_7_days,up_last_30_days,down_last_30_days,down_last_7_days,strong_buy,buy,hold,sell,strong_sell,rating_total,buy_add_pct,stock_trend,index_trend,source_quality,revision_signal_available,revision_history_available,source_url,source_note,retrieved_at
airline_yahoo_analyst_snapshot,01055.HK,China Southern Airlines,HK,1055.HK,2026-08-07,recommendation_trend,0m,,analyst_count,RMB,,,,,,,,,,,1.0,3.0,5.0,0.0,1.0,10.0,40.0,,,yfinance_discovery,False,False,https://finance.yahoo.com/quote/1055.HK/analysis/,"Yahoo Finance/yfinance current analyst snapshot. Estimate averages, ranges, recommendation counts and short-horizon EPS revision counts are retained, but this provider does not expose a complete broker-vintage history or exact institutional update timestamps.",2026-08-07T15:07:52.151525+00:00
airline_yahoo_analyst_snapshot,01055.HK,China Southern Airlines,HK,1055.HK,2026-08-07,revenue_estimate,+1y,2027.0,native_currency_mn,RMB,206699.92371,195892.84723,226077.0,199409.43061,12.0,0.0366,,,,,,,,,,,,,,yfinance_discovery,False,False,https://finance.yahoo.com/quote/1055.HK/analysis/,"Yahoo Finance/yfinance current analyst snapshot. Estimate averages, ranges, recommendation counts and short-horizon EPS revision counts are retained, but this provider does not expose a complete broker-vintage history or exact institutional update timestamps.",2026-08-07T15:07:52.151525+00:00
airline_yahoo_analyst_snapshot,01055.HK,China Southern Airlines,HK,1055.HK,2026-08-07,revenue_estimate,0y,2026.0,native_currency_mn,RMB,199409.43061,188375.66845,211848.82102,182256.0,13.0,0.0941,,,,,,,,,,,,,,yfinance_discovery,False,False,https://finance.yahoo.com/quote/1055.HK/analysis/,"Yahoo Finance/yfinance current analyst snapshot. Estimate averages, ranges, recommendation counts and short-horizon EPS revision counts are retained, but this provider does not expose a complete broker-vintage history or exact institutional update timestamps.",2026-08-07T15:07:52.151525+00:00
airline_yahoo_analyst_snapshot,0293.HK,Cathay Pacific,HK,0293.HK,2026-08-07,eps_estimate,+1y,2027.0,native_currency_per_share,HKD,1.6255,1.41,1.88,1.42525,4.0,0.14050001,,,,,,,,,,,,,,yfinance_discovery,False,False,https://finance.yahoo.com/quote/0293.HK/analysis/,"Yahoo Finance/yfinance current analyst snapshot. Estimate averages, ranges, recommendation counts and short-horizon EPS revision counts are retained, but this provider does not expose a complete broker-vintage history or exact institutional update timestamps.",2026-08-07T15:07:52.151525+00:00
airline_yahoo_analyst_snapshot,0293.HK,Cathay Pacific,HK,0293.HK,2026-08-07,eps_estimate,0y,2026.0,native_currency_per_share,HKD,1.42525,1.241,1.71,1.42927,4.0,-0.0028,,,,,,,,,,,,,,yfinance_discovery,False,False,https://finance.yahoo.com/quote/0293.HK/analysis/,"Yahoo Finance/yfinance current analyst snapshot. Estimate averages, ranges, recommendation counts and short-horizon EPS revision counts are retained, but this provider does not expose a complete broker-vintage history or exact institutional update timestamps.",2026-08-07T15:07:52.151525+00:00
airline_yahoo_analyst_snapshot,0293.HK,Cathay Pacific,HK,0293.HK,2026-08-07,eps_revision_signal,+1y,2027.0,analyst_count,HKD,,,,,,,1.0,2.0,0.0,0.0,,,,,,,,,,yfinance_discovery,True,False,https://finance.yahoo.com/quote/0293.HK/analysis/,"Yahoo Finance/yfinance current analyst snapshot. Estimate averages, ranges, recommendation counts and short-horizon EPS revision counts are retained, but this provider does not expose a complete broker-vintage history or exact institutional update timestamps.",2026-08-07T15:07:52.151525+00:00
airline_yahoo_analyst_snapshot,0293.HK,Cathay Pacific,HK,0293.HK,2026-08-07,eps_revision_signal,0y,2026.0,analyst_count,HKD,,,,,,,1.0,2.0,0.0,0.0,,,,,,,,,,yfinance_discovery,True,False,https://finance.yahoo.com/quote/0293.HK/analysis/,"Yahoo Finance/yfinance current analyst snapshot. Estimate averages, ranges, recommendation counts and short-horizon EPS revision counts are retained, but this provider does not expose a complete broker-vintage history or exact institutional update timestamps.",2026-08-07T15:07:52.151525+00:00
airline_yahoo_analyst_snapshot,0293.HK,Cathay Pacific,HK,0293.HK,2026-08-07,growth_estimate,+1q,,percent,HKD,,,,,,,,,,,,,,,,,,,22.780001,yfinance_discovery,False,False,https://finance.yahoo.com/quote/0293.HK/analysis/,"Yahoo Finance/yfinance current analyst snapshot. Estimate averages, ranges, recommendation counts and short-horizon EPS revision counts are retained, but this provider does not expose a complete broker-vintage history or exact institutional update timestamps.",2026-08-07T15:07:52.151525+00:00
airline_yahoo_analyst_snapshot,0293.HK,Cathay Pacific,HK,0293.HK,2026-08-07,growth_estimate,+1y,2027.0,percent,HKD,,,,,,,,,,,,,,,,,,14.050001000000002,13.96,yfinance_discovery,False,False,https://finance.yahoo.com/quote/0293.HK/analysis/,"Yahoo Finance/yfinance current analyst snapshot. Estimate averages, ranges, recommendation counts and short-horizon EPS revision counts are retained, but this provider does not expose a complete broker-vintage history or exact institutional update timestamps.",2026-08-07T15:07:52.151525+00:00
airline_yahoo_analyst_snapshot,0293.HK,Cathay Pacific,HK,0293.HK,2026-08-07,growth_estimate,0q,,percent,HKD,,,,,,,,,,,,,,,,,,,45.330003000000005,yfinance_discovery,False,False,https://finance.yahoo.com/quote/0293.HK/analysis/,"Yahoo Finance/yfinance current analyst snapshot. Estimate averages, ranges, recommendation counts and short-horizon EPS revision counts are retained, but this provider does not expose a complete broker-vintage history or exact institutional update timestamps.",2026-08-07T15:07:52.151525+00:00
airline_yahoo_analyst_snapshot,0293.HK,Cathay Pacific,HK,0293.HK,2026-08-07,growth_estimate,0y,2026.0,percent,HKD,,,,,,,,,,,,,,,,,,-0.27999999999999997,29.81,yfinance_discovery,False,False,https://finance.yahoo.com/quote/0293.HK/analysis/,"Yahoo Finance/yfinance current analyst snapshot. Estimate averages, ranges, recommendation counts and short-horizon EPS revision counts are retained, but this provider does not expose a complete broker-vintage history or exact institutional update timestamps.",2026-08-07T15:07:52.151525+00:00
airline_yahoo_analyst_snapshot,0293.HK,Cathay Pacific,HK,0293.HK,2026-08-07,growth_estimate,LTG,,percent,HKD,,,,,,,,,,,,,,,,,,,12.2,yfinance_discovery,False,False,https://finance.yahoo.com/quote/0293.HK/analysis/,"Yahoo Finance/yfinance current analyst snapshot. Estimate averages, ranges, recommendation counts and short-horizon EPS revision counts are retained, but this provider does not expose a complete broker-vintage history or exact institutional update timestamps.",2026-08-07T15:07:52.151525+00:00
airline_yahoo_analyst_snapshot,0293.HK,Cathay Pacific,HK,0293.HK,2026-08-07,recommendation_trend,-1m,,analyst_count,HKD,,,,,,,,,,,5.0,6.0,1.0,0.0,3.0,15.0,73.33333333333333,,,yfinance_discovery,False,False,https://finance.yahoo.com/quote/0293.HK/analysis/,"Yahoo Finance/yfinance current analyst snapshot. Estimate averages, ranges, recommendation counts and short-horizon EPS revision counts are retained, but this provider does not expose a complete broker-vintage history or exact institutional update timestamps.",2026-08-07T15:07:52.151525+00:00
airline_yahoo_analyst_snapshot,0293.HK,Cathay Pacific,HK,0293.HK,2026-08-07,recommendation_trend,-2m,,analyst_count,HKD,,,,,,,,,,,3.0,5.0,3.0,1.0,3.0,15.0,53.333333333333336,,,yfinance_discovery,False,False,https://finance.yahoo.com/quote/0293.HK/analysis/,"Yahoo Finance/yfinance current analyst snapshot. Estimate averages, ranges, recommendation counts and short-horizon EPS revision counts are retained, but this provider does not expose a complete broker-vintage history or exact institutional update timestamps.",2026-08-07T15:07:52.151525+00:00
airline_yahoo_analyst_snapshot,0293.HK,Cathay Pacific,HK,0293.HK,2026-08-07,recommendation_trend,-3m,,analyst_count,HKD,,,,,,,,,,,2.0,5.0,3.0,1.0,3.0,14.0,50.0,,,yfinance_discovery,False,False,https://finance.yahoo.com/quote/0293.HK/analysis/,"Yahoo Finance/yfinance current analyst snapshot. Estimate averages, ranges, recommendation counts and short-horizon EPS revision counts are retained, but this provider does not expose a complete broker-vintage history or exact institutional update timestamps.",2026-08-07T15:07:52.151525+00:00
airline_yahoo_analyst_snapshot,0293.HK,Cathay Pacific,HK,0293.HK,2026-08-07,recommendation_trend,0m,,analyst_count,HKD,,,,,,,,,,,5.0,6.0,2.0,0.0,2.0,15.0,73.33333333333333,,,yfinance_discovery,False,False,https://finance.yahoo.com/quote/0293.HK/analysis/,"Yahoo Finance/yfinance current analyst snapshot. Estimate averages, ranges, recommendation counts and short-horizon EPS revision counts are retained, but this provider does not expose a complete broker-vintage history or exact institutional update timestamps.",2026-08-07T15:07:52.151525+00:00
airline_yahoo_analyst_snapshot,0293.HK,Cathay Pacific,HK,0293.HK,2026-08-07,revenue_estimate,+1y,2027.0,native_currency_mn,HKD,134451.870629,119757.0,142007.25809,134180.372,14.0,0.002,,,,,,,,,,,,,,yfinance_discovery,False,False,https://finance.yahoo.com/quote/0293.HK/analysis/,"Yahoo Finance/yfinance current analyst snapshot. Estimate averages, ranges, recommendation counts and short-horizon EPS revision counts are retained, but this provider does not expose a complete broker-vintage history or exact institutional update timestamps.",2026-08-07T15:07:52.151525+00:00
airline_yahoo_analyst_snapshot,0293.HK,Cathay Pacific,HK,0293.HK,2026-08-07,revenue_estimate,0y,2026.0,native_currency_mn,HKD,134180.372,124149.0,141789.80491,116766.0,13.0,0.1491,,,,,,,,,,,,,,yfinance_discovery,False,False,https://finance.yahoo.com/quote/0293.HK/analysis/,"Yahoo Finance/yfinance current analyst snapshot. Estimate averages, ranges, recommendation counts and short-horizon EPS revision counts are retained, but this provider does not expose a complete broker-vintage history or exact institutional update timestamps.",2026-08-07T15:07:52.151525+00:00
airline_yahoo_analyst_snapshot,0670.HK,China Eastern Airlines,HK,0670.HK,2026-08-07,eps_estimate,+1y,2027.0,native_currency_per_share,RMB,0.24107,0.12214,0.36,-0.12786,2.0,2.8854,,,,,,,,,,,,,,yfinance_discovery,False,False,https://finance.yahoo.com/quote/0670.HK/analysis/,"Yahoo Finance/yfinance current analyst snapshot. Estimate averages, ranges, recommendation counts and short-horizon EPS revision counts are retained, but this provider does not expose a complete broker-vintage history or exact institutional update timestamps.",2026-08-07T15:07:52.151525+00:00
airline_yahoo_analyst_snapshot,0670.HK,China Eastern Airlines,HK,0670.HK,2026-08-07,eps_estimate,0y,2026.0,native_currency_per_share,RMB,-0.12786,-0.32571,0.07,-0.16,2.0,0.2009,,,,,,,,,,,,,,yfinance_discovery,False,False,https://finance.yahoo.com/quote/0670.HK/analysis/,"Yahoo Finance/yfinance current analyst snapshot. Estimate averages, ranges, recommendation counts and short-horizon EPS revision counts are retained, but this provider does not expose a complete broker-vintage history or exact institutional update timestamps.",2026-08-07T15:07:52.151525+00:00
airline_yahoo_analyst_snapshot,0670.HK,China Eastern Airlines,HK,0670.HK,2026-08-07,eps_revision_signal,+1y,2027.0,analyst_count,RMB,,,,,,,0.0,0.0,0.0,1.0,,,,,,,,,,yfinance_discovery,True,False,https://finance.yahoo.com/quote/0670.HK/analysis/,"Yahoo Finance/yfinance current analyst snapshot. Estimate averages, ranges, recommendation counts and short-horizon EPS revision counts are retained, but this provider does not expose a complete broker-vintage history or exact institutional update timestamps.",2026-08-07T15:07:52.151525+00:00
airline_yahoo_analyst_snapshot,0670.HK,China Eastern Airlines,HK,0670.HK,2026-08-07,eps_revision_signal,0y,2026.0,analyst_count,RMB,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,yfinance_discovery,True,False,https://finance.yahoo.com/quote/0670.HK/analysis/,"Yahoo Finance/yfinance current analyst snapshot. Estimate averages, ranges, recommendation counts and short-horizon EPS revision counts are retained, but this provider does not expose a complete broker-vintage history or exact institutional update timestamps.",2026-08-07T15:07:52.151525+00:00
airline_yahoo_analyst_snapshot,0670.HK,China Eastern Airlines,HK,0670.HK,2026-08-07,growth_estimate,+1q,,percent,RMB,,,,,,,,,,,,,,,,,,,22.780001,yfinance_discovery,False,False,https://finance.yahoo.com/quote/0670.HK/analysis/,"Yahoo Finance/yfinance current analyst snapshot. Estimate averages, ranges, recommendation counts and short-horizon EPS revision counts are retained, but this provider does not expose a complete broker-vintage history or exact institutional update timestamps.",2026-08-07T15:07:52.151525+00:00
airline_yahoo_analyst_snapshot,0670.HK,China Eastern Airlines,HK,0670.HK,2026-08-07,growth_estimate,+1y,2027.0,percent,RMB,,,,,,,,,,,,,,,,,,288.54,13.96,yfinance_discovery,False,False,https://finance.yahoo.com/quote/0670.HK/analysis/,"Yahoo Finance/yfinance current analyst snapshot. Estimate averages, ranges, recommendation counts and short-horizon EPS revision counts are retained, but this provider does not expose a complete broker-vintage history or exact institutional update timestamps.",2026-08-07T15:07:52.151525+00:00
airline_yahoo_analyst_snapshot,0670.HK,China Eastern Airlines,HK,0670.HK,2026-08-07,growth_estimate,0q,,percent,RMB,,,,,,,,,,,,,,,,,,,45.330003000000005,yfinance_discovery,False,False,https://finance.yahoo.com/quote/0670.HK/analysis/,"Yahoo Finance/yfinance current analyst snapshot. Estimate averages, ranges, recommendation counts and short-horizon EPS revision counts are retained, but this provider does not expose a complete broker-vintage history or exact institutional update timestamps.",2026-08-07T15:07:52.151525+00:00
airline_yahoo_analyst_snapshot,0670.HK,China Eastern Airlines,HK,0670.HK,2026-08-07,growth_estimate,0y,2026.0,percent,RMB,,,,,,,,,,,,,,,,,,20.09,29.81,yfinance_discovery,False,False,https://finance.yahoo.com/quote/0670.HK/analysis/,"Yahoo Finance/yfinance current analyst snapshot. Estimate averages, ranges, recommendation counts and short-horizon EPS revision counts are retained, but this provider does not expose a complete broker-vintage history or exact institutional update timestamps.",2026-08-07T15:07:52.151525+00:00
airline_yahoo_analyst_snapshot,0670.HK,China Eastern Airlines,HK,0670.HK,2026-08-07,growth_estimate,LTG,,percent,RMB,,,,,,,,,,,,,,,,,,,12.2,yfinance_discovery,False,False,https://finance.yahoo.com/quote/0670.HK/analysis/,"Yahoo Finance/yfinance current analyst snapshot. Estimate averages, ranges, recommendation counts and short-horizon EPS revision counts are retained, but this provider does not expose a complete broker-vintage history or exact institutional update timestamps.",2026-08-07T15:07:52.151525+00:00
airline_yahoo_analyst_snapshot,0670.HK,China Eastern Airlines,HK,0670.HK,2026-08-07,recommendation_trend,-1m,,analyst_count,RMB,,,,,,,,,,,1.0,4.0,3.0,1.0,2.0,11.0,45.45454545454545,,,yfinance_discovery,False,False,https://finance.yahoo.com/quote/0670.HK/analysis/,"Yahoo Finance/yfinance current analyst snapshot. Estimate averages, ranges, recommendation counts and short-horizon EPS revision counts are retained, but this provider does not expose a complete broker-vintage history or exact institutional update timestamps.",2026-08-07T15:07:52.151525+00:00
airline_yahoo_analyst_snapshot,0670.HK,China Eastern Airlines,HK,0670.HK,2026-08-07,recommendation_trend,-2m,,analyst_count,RMB,,,,,,,,,,,1.0,4.0,3.0,1.0,2.0,11.0,45.45454545454545,,,yfinance_discovery,False,False,https://finance.yahoo.com/quote/0670.HK/analysis/,"Yahoo Finance/yfinance current analyst snapshot. Estimate averages, ranges, recommendation counts and short-horizon EPS revision counts are retained, but this provider does not expose a complete broker-vintage history or exact institutional update timestamps.",2026-08-07T15:07:52.151525+00:00
airline_yahoo_analyst_snapshot,0670.HK,China Eastern Airlines,HK,0670.HK,2026-08-07,recommendation_trend,-3m,,analyst_count,RMB,,,,,,,,,,,1.0,4.0,1.0,3.0,2.0,11.0,45.45454545454545,,,yfinance_discovery,False,False,https://finance.yahoo.com/quote/0670.HK/analysis/,"Yahoo Finance/yfinance current analyst snapshot. Estimate averages, ranges, recommendation counts and short-horizon EPS revision counts are retained, but this provider does not expose a complete broker-vintage history or exact institutional update timestamps.",2026-08-07T15:07:52.151525+00:00
airline_yahoo_analyst_snapshot,0670.HK,China Eastern Airlines,HK,0670.HK,2026-08-07,recommendation_trend,0m,,analyst_count,RMB,,,,,,,,,,,1.0,4.0,3.0,1.0,2.0,11.0,45.45454545454545,,,yfinance_discovery,False,False,https://finance.yahoo.com/quote/0670.HK/analysis/,"Yahoo Finance/yfinance current analyst snapshot. Estimate averages, ranges, recommendation counts and short-horizon EPS revision counts are retained, but this provider does not expose a complete broker-vintage history or exact institutional update timestamps.",2026-08-07T15:07:52.151525+00:00
airline_yahoo_analyst_snapshot,0670.HK,China Eastern Airlines,HK,0670.HK,2026-08-07,revenue_estimate,+1y,2027.0,native_currency_mn,RMB,165425.64648,156583.17178,175082.74767,158645.81085,13.0,0.0427,,,,,,,,,,,,,,yfinance_discovery,False,False,https://finance.yahoo.com/quote/0670.HK/analysis/,"Yahoo Finance/yfinance current analyst snapshot. Estimate averages, ranges, recommendation counts and short-horizon EPS revision counts are retained, but this provider does not expose a complete broker-vintage history or exact institutional update timestamps.",2026-08-07T15:07:52.151525+00:00
airline_yahoo_analyst_snapshot,0670.HK,China Eastern Airlines,HK,0670.HK,2026-08-07,revenue_estimate,0y,2026.0,native_currency_mn,RMB,159189.51693,147432.32672,175575.0,139941.0,13.0,0.1375,,,,,,,,,,,,,,yfinance_discovery,False,False,https://finance.yahoo.com/quote/0670.HK/analysis/,"Yahoo Finance/yfinance current analyst snapshot. Estimate averages, ranges, recommendation counts and short-horizon EPS revision counts are retained, but this provider does not expose a complete broker-vintage history or exact institutional update timestamps.",2026-08-07T15:07:52.151525+00:00
airline_yahoo_analyst_snapshot,0753.HK,Air China,HK,0753.HK,2026-08-07,eps_estimate,+1y,2027.0,native_currency_per_share,RMB,0.14637,0.1095,0.18324,-0.36391,2.0,1.4022,,,,,,,,,,,,,,yfinance_discovery,False,False,https://finance.yahoo.com/quote/0753.HK/analysis/,"Yahoo Finance/yfinance current analyst snapshot. Estimate averages, ranges, recommendation counts and short-horizon EPS revision counts are retained, but this provider does not expose a complete broker-vintage history or exact institutional update timestamps.",2026-08-07T15:07:52.151525+00:00
airline_yahoo_analyst_snapshot,0753.HK,Air China,HK,0753.HK,2026-08-07,eps_estimate,0y,2026.0,native_currency_per_share,RMB,-0.36391,-0.43772,-0.2901,-0.07939,2.0,-3.5838,,,,,,,,,,,,,,yfinance_discovery,False,False,https://finance.yahoo.com/quote/0753.HK/analysis/,"Yahoo Finance/yfinance current analyst snapshot. Estimate averages, ranges, recommendation counts and short-horizon EPS revision counts are retained, but this provider does not expose a complete broker-vintage history or exact institutional update timestamps.",2026-08-07T15:07:52.151525+00:00
airline_yahoo_analyst_snapshot,0753.HK,Air China,HK,0753.HK,2026-08-07,eps_revision_signal,+1y,2027.0,analyst_count,RMB,,,,,,,0.0,1.0,1.0,1.0,,,,,,,,,,yfinance_discovery,True,False,https://finance.yahoo.com/quote/0753.HK/analysis/,"Yahoo Finance/yfinance current analyst snapshot. Estimate averages, ranges, recommendation counts and short-horizon EPS revision counts are retained, but this provider does not expose a complete broker-vintage history or exact institutional update timestamps.",2026-08-07T15:07:52.151525+00:00
airline_yahoo_analyst_snapshot,0753.HK,Air China,HK,0753.HK,2026-08-07,eps_revision_signal,0y,2026.0,analyst_count,RMB,,,,,,,0.0,1.0,1.0,1.0,,,,,,,,,,yfinance_discovery,True,False,https://finance.yahoo.com/quote/0753.HK/analysis/,"Yahoo Finance/yfinance current analyst snapshot. Estimate averages, ranges, recommendation counts and short-horizon EPS revision counts are retained, but this provider does not expose a complete broker-vintage history or exact institutional update timestamps.",2026-08-07T15:07:52.151525+00:00
airline_yahoo_analyst_snapshot,0753.HK,Air China,HK,0753.HK,2026-08-07,growth_estimate,+1q,,percent,RMB,,,,,,,,,,,,,,,,,,,22.780001,yfinance_discovery,False,False,https://finance.yahoo.com/quote/0753.HK/analysis/,"Yahoo Finance/yfinance current analyst snapshot. Estimate averages, ranges, recommendation counts and short-horizon EPS revision counts are retained, but this provider does not expose a complete broker-vintage history or exact institutional update timestamps.",2026-08-07T15:07:52.151525+00:00
airline_yahoo_analyst_snapshot,0753.HK,Air China,HK,0753.HK,2026-08-07,growth_estimate,+1y,2027.0,percent,RMB,,,,,,,,,,,,,,,,,,140.22,13.96,yfinance_discovery,False,False,https://finance.yahoo.com/quote/0753.HK/analysis/,"Yahoo Finance/yfinance current analyst snapshot. Estimate averages, ranges, recommendation counts and short-horizon EPS revision counts are retained, but this provider does not expose a complete broker-vintage history or exact institutional update timestamps.",2026-08-07T15:07:52.151525+00:00
airline_yahoo_analyst_snapshot,0753.HK,Air China,HK,0753.HK,2026-08-07,growth_estimate,0q,,percent,RMB,,,,,,,,,,,,,,,,,,,45.330003000000005,yfinance_discovery,False,False,https://finance.yahoo.com/quote/0753.HK/analysis/,"Yahoo Finance/yfinance current analyst snapshot. Estimate averages, ranges, recommendation counts and short-horizon EPS revision counts are retained, but this provider does not expose a complete broker-vintage history or exact institutional update timestamps.",2026-08-07T15:07:52.151525+00:00
airline_yahoo_analyst_snapshot,0753.HK,Air China,HK,0753.HK,2026-08-07,growth_estimate,0y,2026.0,percent,RMB,,,,,,,,,,,,,,,,,,-358.38,29.81,yfinance_discovery,False,False,https://finance.yahoo.com/quote/0753.HK/analysis/,"Yahoo Finance/yfinance current analyst snapshot. Estimate averages, ranges, recommendation counts and short-horizon EPS revision counts are retained, but this provider does not expose a complete broker-vintage history or exact institutional update timestamps.",2026-08-07T15:07:52.151525+00:00
