dataset_id,company,period,target_year,row_status,ask_mn,prior_rask_native,flat_yield_revenue_native_mn,actual_revenue_native_mn,residual_pct,residual_std_pct,yield_pressure_bucket,yield_pressure_score,shrink_lambda,yield_adjustment_pct,adjusted_revenue_native_mn,adjusted_revenue_mae_pct,flat_yield_revenue_mae_pct,adjusted_improves_mae,source_note,retrieved_at
airline_residual_yield_model,China Eastern Airlines,H1,2018,historical_evaluated,118830.71,0.4429727474900363,52638.76609489173,54422.0,3.387681812095744,8.733170349765118,flat,-0.10943746022687989,0.5,0.0,52638.76609489173,3.27667837475335,3.27667837475335,False,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
airline_residual_yield_model,China Eastern Airlines,H2,2018,historical_evaluated,125437.63,0.4569677174062144,57320.94745794528,60508.0,5.560013718183865,8.733170349765118,flat,-0.10943746022687989,0.5,0.0,57320.94745794528,5.267158957583662,5.267158957583662,False,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
airline_residual_yield_model,China Eastern Airlines,FY,2018,historical_evaluated,244268.34,0.450252461137557,109982.42126298556,114930.0,4.498517745107611,8.733170349765118,flat,-0.10943746022687989,0.5,0.0,109982.42126298556,4.3048627312402665,4.3048627312402665,False,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
airline_residual_yield_model,Spring Airlines,H1,2018,historical_evaluated,19032.8237,0.3148351344504276,5992.201608560785,6332.105519,5.672437822412513,16.223438049753664,flat,-0.1647913142053034,0.5,0.0,5992.201608560785,5.367944507862443,5.367944507862443,False,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
airline_residual_yield_model,Spring Airlines,H2,2018,historical_evaluated,19932.5598,0.3411181292865941,6799.3575108691675,6781.935808000001,-0.2562257219350217,16.223438049753664,flat,-0.1647913142053034,0.5,0.0,6799.3575108691675,0.2568839246254173,0.2568839246254173,False,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
airline_residual_yield_model,Spring Airlines,FY,2018,historical_evaluated,38965.3835,0.3284579076249742,12798.488334214695,13114.041327,2.465548934726325,16.223438049753664,flat,-0.1647913142053034,0.5,0.0,12798.488334214695,2.4062223453240605,2.4062223453240605,False,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
airline_residual_yield_model,Hainan Airlines Holdings,H1,2018,historical_evaluated,79441.45,0.424995012761223,33762.220056520055,32941.415,-2.4311347273549444,6.958584908122041,flat,-0.16735799803674356,0.5,0.0,33762.220056520055,2.4917115932028278,2.4917115932028278,False,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
airline_residual_yield_model,Hainan Airlines Holdings,H2,2018,historical_evaluated,84695.82,0.425650748191701,36050.83915170964,34822.51899999999,-3.4071887939712164,6.958584908122041,flat,-0.16735799803674356,0.5,0.0,36050.83915170964,3.527373053367122,3.527373053367122,False,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
airline_residual_yield_model,Hainan Airlines Holdings,FY,2018,historical_evaluated,164137.26999999996,0.4253382352168492,69813.85675511147,67763.934,-2.9362691740438818,6.958584908122041,flat,-0.16735799803674356,0.5,0.0,69813.85675511147,3.0250940789704917,3.0250940789704917,False,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
airline_residual_yield_model,Juneyao Airlines,H1,2018,historical_evaluated,17211.7641,0.3864757231585553,6651.92897738196,6930.397870850001,4.1862878334224085,10.493964165288634,flat,-0.18650370564817406,0.5,0.0,6651.92897738196,4.018079461776802,4.018079461776802,False,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
airline_residual_yield_model,Juneyao Airlines,H2,2018,historical_evaluated,17600.3896,0.4003187862310506,7045.7666018656055,7435.768680209999,5.535268202627175,10.493964165288634,flat,-0.18650370564817406,0.5,0.0,7045.7666018656055,5.244946354804824,5.244946354804824,False,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
airline_residual_yield_model,Juneyao Airlines,FY,2018,historical_evaluated,34812.1537,0.39366086710541687,13704.182611349048,14366.16655106,4.830524800236802,10.493964165288634,flat,-0.18650370564817406,0.5,0.0,13704.182611349048,4.607937248660865,4.607937248660865,False,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
airline_residual_yield_model,Air China,H1,2019,historical_evaluated,141052.90000000002,0.4803092439739219,67749.01175932922,65313.087,-3.5955133456153976,8.093881885217765,flat,-0.14254297345736897,0.5,0.0,67749.01175932922,3.729612044411912,3.729612044411912,False,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
airline_residual_yield_model,Air China,H2,2019,historical_evaluated,146009.9,0.5188464028372994,75756.7113936338,70867.603,-6.453696713720691,8.093881885217765,flat,-0.14254297345736897,0.5,0.0,75756.7113936338,6.898932920919876,6.898932920919876,False,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
airline_residual_yield_model,Air China,FY,2019,historical_evaluated,287062.8,0.500003483863279,143532.40008754766,136180.69,-5.121986452580396,8.093881885217765,flat,-0.14254297345736897,0.5,0.0,143532.40008754766,5.398496723395696,5.398496723395696,False,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
airline_residual_yield_model,China Southern Airlines,H1,2019,historical_evaluated,166017.34999999998,0.4485639777528734,74469.40289199098,72939.0,-2.0550760883777386,8.932924694595181,flat,-0.16538683811145277,0.5,0.0,74469.40289199098,2.0981956045339034,2.0981956045339034,False,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
airline_residual_yield_model,China Southern Airlines,H2,2019,historical_evaluated,178024.59,0.46470239876313946,82728.4540118244,81383.0,-1.6263497582489683,8.932924694595181,flat,-0.16538683811145277,0.5,0.0,82728.4540118244,1.6532371770817011,1.6532371770817011,False,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
airline_residual_yield_model,China Southern Airlines,FY,2019,historical_evaluated,344041.94000000006,0.4569692366412311,157216.58269436826,154322.0,-1.8411433735303961,8.932924694595181,flat,-0.16538683811145277,0.5,0.0,157216.58269436826,1.8756772815076594,1.8756772815076594,False,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
airline_residual_yield_model,China Eastern Airlines,H1,2019,historical_evaluated,131476.47,0.45797925468929707,60213.495739779726,58784.0,-2.374045423234472,8.733170349765118,flat,-0.2148438456032881,0.5,0.0,60213.495739779726,2.431776911710193,2.431776911710193,False,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
airline_residual_yield_model,China Eastern Airlines,H2,2019,historical_evaluated,138684.73,0.48237518518167155,66898.07231562013,62076.0,-7.208088587171768,8.733170349765118,flat,-0.2148438456032881,0.5,0.0,66898.07231562013,7.768013911366922,7.768013911366922,False,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
airline_residual_yield_model,China Eastern Airlines,FY,2019,historical_evaluated,270161.20000000007,0.47050714799961385,127112.7757121533,120860.0,-4.9190773131354675,8.733170349765118,flat,-0.2148438456032881,0.5,0.0,127112.7757121533,5.173569180997273,5.173569180997273,False,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
airline_residual_yield_model,Spring Airlines,H1,2019,historical_evaluated,20797.405,0.332693961695237,6919.1710624303305,7149.162055,3.3239674304118783,16.223438049753664,flat,0.03418526393985171,0.5,0.0,6919.1710624303305,3.217034259404117,3.217034259404117,False,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
airline_residual_yield_model,Spring Airlines,H2,2019,historical_evaluated,22909.1257,0.3402440968971783,7794.694784500439,7654.355069,-1.8004517095332462,16.223438049753664,flat,0.03418526393985171,0.5,0.0,7794.694784500439,1.833462313093004,1.833462313093004,False,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
airline_residual_yield_model,Spring Airlines,FY,2019,historical_evaluated,43706.5307,0.3365561980674462,14709.703803110118,14803.517124,0.6377648533619329,16.223438049753664,flat,0.03418526393985171,0.5,0.0,14709.703803110118,0.6337231895911288,0.6337231895911288,False,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
airline_residual_yield_model,Hainan Airlines Holdings,H1,2019,historical_evaluated,89222.21,0.41466281141645833,36997.13243938964,35035.234,-5.302839193290765,6.958584908122041,flat,-0.17594994796802302,0.5,0.0,36997.13243938964,5.599786887079583,5.599786887079583,False,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
airline_residual_yield_model,Hainan Airlines Holdings,H2,2019,historical_evaluated,85146.28,0.4111480235978587,35007.72473870988,37354.17600000001,6.702667136477802,6.958584908122041,flat,-0.17594994796802302,0.5,0.0,35007.72473870988,6.281630362533286,6.281630362533286,False,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
airline_residual_yield_model,Hainan Airlines Holdings,FY,2019,historical_evaluated,174368.49000000002,0.4128491597307547,71987.88458002052,72389.41,0.5577680498906057,6.958584908122041,flat,-0.17594994796802302,0.5,0.0,71987.88458002052,0.5546742541201688,0.5546742541201688,False,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
airline_residual_yield_model,Juneyao Airlines,H1,2019,historical_evaluated,19978.7207,0.4026547093362731,8044.525976369084,8061.36347755,0.20930383257355967,10.493964165288634,flat,-0.09671763327105265,0.5,0.0,8044.525976369084,0.20886666663533227,0.20886666663533227,False,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
airline_residual_yield_model,Juneyao Airlines,H2,2019,historical_evaluated,20818.1807,0.42247750471444107,8795.213034830336,8688.048936620002,-1.2184366403172775,10.493964165288634,flat,-0.09671763327105265,0.5,0.0,8795.213034830336,1.2334656375914133,1.2334656375914133,False,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
airline_residual_yield_model,Juneyao Airlines,FY,2019,historical_evaluated,40796.9014,0.4126767529197712,16835.93279894007,16749.41241417,-0.5139031249608683,10.493964165288634,flat,-0.09671763327105265,0.5,0.0,16835.93279894007,0.516557731284184,0.516557731284184,False,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
airline_residual_yield_model,Air China,H1,2020,historical_evaluated,65566.1,0.46303966100661514,30359.70471752583,29645.766,-2.3515996751895085,8.093881885217765,deteriorating,-1.0690981025286013,0.5,-4.046940942608883,29131.06539725712,1.7361690122727147,2.408231642676495,True,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
